Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
36028beb5e651b8b7708dc08747c7f7c8ddd99ce4123f669597a97d256aab538,2015-02,South Wales Police,South Wales Police,-3.687399,51.487121,On or near A4106,W01001044,Bridgend 019C,Investigation complete; no suspect identified
5735bf75fafa29cf54c9364a2ad1c8d95c6f5e64e930c7f99ed7d6137041e556,2015-02,South Wales Police,South Wales Police,-3.200493,51.487921,On or near IESTYN STREET,W01001858,Cardiff 034A,Suspect charged as part of another case
6bc9fc289ef187d25e87d96a920c6029dad6323ccb7f46f692d0368a889b3ca4,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
62e71649f6842a1ff4b6f5c525d59b79f3dbb48211f4fa5e0a3ef5b36218d3ce,2015-02,South Wales Police,South Wales Police,-4.064970,51.661633,On or near CLOS RHANDIR,W01000802,Swansea 007D,Suspect charged
0a59f7346c09ee3210a703150fcddfa762c7824b15fd29bc0c633dbd8d627d7b,2015-02,South Wales Police,South Wales Police,,,No location,,,Suspect charged
0dab72e2033f595eb28843d9d12c56fe4ad8aa44b9420a5622e3b8b020c01091,2015-02,South Wales Police,South Wales Police,,,No location,,,Unable to prosecute suspect
031a13c3cd3aa482f0dc17ab32408ba11f631c8a9bb019d2090b11a38e394312,2015-02,South Wales Police,South Wales Police,-3.741205,51.562923,On or near MARGAM ROAD,W01000933,Neath Port Talbot 019B,Suspect charged
4fa104cb2541664ae3ad35c077961a86298c1682d8a6ce54e77866aa2939a75b,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
2200f684ad96457eac6b890497718fde43651e86c76a3f4ea202f8af1c9889cb,2015-02,South Wales Police,South Wales Police,-4.039069,51.688281,On or near HIGH STREET,W01000842,Swansea 005D,Investigation complete; no suspect identified
f631900c35138c697c657ecde52eefc1ebf9f25f08eec31db97c723ea361e398,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
623a345cd37d55a4e9d7ea0f534326429dcd4870bc1497658105cc3022bd9541,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
eb5a484450c9bc73ec7b6577a2b41b3a68d97f32ceb0a37d96a850c221b21096,2015-02,South Wales Police,South Wales Police,,,No location,,,Unable to prosecute suspect
8dc859a85f6b39b62c5bce0bea975d67e99d1f445297561750d397cbb0423107,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
6927b0a52f1d68bf165b57995199a15cb3a157ebc4c7f3d39f2f48d2d94afd9b,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
2af80f49150adb37adcccf8a909997a6f25752bf8171c45a896a16ab108d067f,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
057dd5c0bd85689dd72718bc43fbffdb196a5c6aa37d0f5ba5fdb9e2886cb523,2015-02,South Wales Police,South Wales Police,,,No location,,,Suspect charged
3862650d6c7ccf05c00b4ca3ce440e832f825eb60a231fd8f51932ca3cacb8d6,2015-02,South Wales Police,South Wales Police,-3.456329,51.720477,On or near MOUNT PLEASANT STREET,W01001153,Rhondda Cynon Taf 002C,Unable to prosecute suspect
7a8fd589034321efb45c1dc867924caf819a34b77ed6d316d8aa3cc20118838a,2015-02,South Wales Police,South Wales Police,-3.644788,51.599725,On or near OAKWOOD,W01001020,Bridgend 002E,Suspect charged
81c5c01990e2fc0f56c20ac625bcc6f5880b435c72387a797446d6896321d449,2015-02,South Wales Police,South Wales Police,-3.191991,51.463460,On or near FLEET WAY,W01001947,Cardiff 048E,Investigation complete; no suspect identified
83207c069c8b1b37eb7e7e8a1ec6dc74cfcfc0ef8a644320b2386e40fc1240d4,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
81897de2df1c58665f6592c9ff63de9b53bca58eb4eb31876e820dfa4c4782d6,2015-02,South Wales Police,South Wales Police,-3.380419,51.763016,On or near Parking Area,W01001299,Merthyr Tydfil 008A,Suspect charged
21450f897d3d7ad4e29c3f1d97153a20da7a5b1c182ff4791bae03be5b3f948d,2015-02,South Wales Police,South Wales Police,-3.464552,51.646066,On or near VICTORIA STREET,W01001285,Rhondda Cynon Taf 014D,Investigation complete; no suspect identified
3d68f19d0aa3909b1657594914f2da5503803be7deb2cadb3b0c92081d7510ab,2015-02,South Wales Police,South Wales Police,-3.184120,51.463027,On or near EARL STREET,W01001762,Cardiff 046D,Suspect charged
765b0a2c6079e8772b0ef65e8603bbb8f287aa5dde881674cb561d96aefa9347,2015-02,South Wales Police,South Wales Police,-3.153101,51.529912,On or near TY CERRIG,W01001815,Cardiff 008D,Offender given a caution
7100a50d4647ae9324ba0a0c3497cbbf3e088eca93c099c58351342ab07e2ebd,2015-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
8366e5b13564531c15e55b5a4cd7606c049eb464480d5105ef32f611b0cf4572,2015-02,South Wales Police,South Wales Police,-3.815095,51.594229,On or near Parking Area,W01000959,Neath Port Talbot 017E,Investigation complete; no suspect identified
d5b48143b54407f1e087c5650875c853d157e043454d8156b7fe25580e4822b5,2015-02,South Wales Police,South Wales Police,-3.988530,51.634717,On or near Sports/Recreation Area,W01000757,Swansea 017C,Investigation complete; no suspect identified
ca93ab32cbffb6ad10118517f3b28a6ba309fdac1ca4e7c38cdedf8b1ba52695,2015-02,South Wales Police,South Wales Police,-3.168802,51.479878,On or near SANDON STREET,W01001695,Cardiff 036B,Unable to prosecute suspect
0327fe7b44887236dcdea59e6d7a7afa1da32f84e6185e50d8b03ce324b1b61a,2015-02,South Wales Police,South Wales Police,-3.379962,51.744247,On or near Further/Higher Educational Building,W01001315,Merthyr Tydfil 004D,Suspect charged
bdf0b0ef31a4ae6287d64bdf2c577792dff257930d10ffc5344563edc75bc958,2015-02,South Wales Police,South Wales Police,-3.153595,51.512957,On or near Pedestrian Subway,W01001813,Cardiff 017D,Suspect charged
b259591d9c50ac8b9b6b32fa95bbeb923d7e44e5a5f0f3acb5b6b665de720e37,2015-02,South Wales Police,South Wales Police,-3.219450,51.512309,On or near Supermarket,W01001891,Cardiff 020C,Unable to prosecute suspect
