Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3d56d1005c926058fd69175ea1f9142667d3143a17f9e049d6b35c97542961c9,2013-03,South Wales Police,South Wales Police,-3.521868,51.768337,On or near Park/Open Space,W01001233,Rhondda Cynon Taf 001F,Investigation complete; no suspect identified
96031c921e9fcfea5896cc8c42d0c11a4784571579f61340fdc75aef601fe051,2013-03,South Wales Police,South Wales Police,-3.540252,51.740447,On or near Park/Open Space,W01001233,Rhondda Cynon Taf 001F,Investigation complete; no suspect identified
8f7493d6e00ec81553727729be0d0ad605a234ba042a4917bf1b9606c0e025ad,2013-03,South Wales Police,South Wales Police,-3.560826,51.740643,On or near HEOL ESGYN,W01001233,Rhondda Cynon Taf 001F,Investigation complete; no suspect identified
8861eff18a05c24d2afab6c3f995713903d4688ae31d1468266e46ddff99ce77,2013-03,South Wales Police,South Wales Police,-3.541942,51.744148,On or near MAIN AVENUE,W01001233,Rhondda Cynon Taf 001F,Suspect charged
6d4093d343a2d5ad5058f26441ce8b1fe67a3177954327b574ea14a686213999,2013-03,South Wales Police,South Wales Police,-3.561160,51.739839,On or near HEOL-Y-DE,W01001233,Rhondda Cynon Taf 001F,Investigation complete; no suspect identified
6d4093d343a2d5ad5058f26441ce8b1fe67a3177954327b574ea14a686213999,2013-03,South Wales Police,South Wales Police,-3.561160,51.739839,On or near HEOL-Y-DE,W01001233,Rhondda Cynon Taf 001F,Investigation complete; no suspect identified
9a9aa42612c8bc76dfdc11fa25c9861dc00b76fdce9691fba5a3bb9af7d3bf43,2013-03,South Wales Police,South Wales Police,-3.526471,51.768151,On or near BEACONS PARK,W01001233,Rhondda Cynon Taf 001F,Investigation complete; no suspect identified
4ce26a3e5473ec6b98db58ff90bc65c60f8917a7a87e4adf150b196733933ec4,2013-03,South Wales Police,South Wales Police,-3.375754,51.608978,On or near AFON STREET,W01001234,Rhondda Cynon Taf 021E,Investigation complete; no suspect identified
663ff3fbcc56998b66c7621a885d0397a840d9184cf3bacff33864e6934fa676,2013-03,South Wales Police,South Wales Police,-3.375754,51.608978,On or near AFON STREET,W01001234,Rhondda Cynon Taf 021E,Investigation complete; no suspect identified
645e82d2e37b245532b4deb8103fae218f2f52734f205bfeca7577312ac02220,2013-03,South Wales Police,South Wales Police,-3.352215,51.606563,On or near PANTYGRAIGWEN ROAD,W01001234,Rhondda Cynon Taf 021E,Investigation complete; no suspect identified
