Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ba1622a5407eefc32b31b547a65df6e24ac8049c9a6e268f060d745881c62166,2012-12,South Wales Police,South Wales Police,-3.748561,51.570385,On or near TY'R-GROES DRIVE,W01000933,Neath Port Talbot 019B,Investigation complete; no suspect identified
0890388b20e04da78b2260cb8009d199c86ab0de880729d26d7636c4ed50c892,2012-12,South Wales Police,South Wales Police,-3.443040,51.713231,On or near MARKET STREET,W01001150,Rhondda Cynon Taf 003B,Investigation complete; no suspect identified
5405adbaa294207bbc17daaf1b5cc11e17c69dc6dc02329427d1ddc2984fb790,2012-12,South Wales Police,South Wales Police,-3.952946,51.615072,On or near BURROWS ROAD,W01000749,Swansea 026A,Investigation complete; no suspect identified
32847d2904c42867c73b1a2ab6c56e9a3657c5dab65fd3978af3a2e7cbb5ad9e,2012-12,South Wales Police,South Wales Police,-3.816633,51.597299,On or near RHODFA FFERM,W01000963,Neath Port Talbot 016E,Investigation complete; no suspect identified
5892339d1ed7beba4d32cfa8ffcf9ea966976432173c2d410af474699a2ba092,2012-12,South Wales Police,South Wales Police,-3.163866,51.484531,On or near GLOSSOP ROAD,W01001696,Cardiff 036C,Investigation complete; no suspect identified
97928007ab9f017ad00189abf37306a3888b19a20688f97c74b8b858617cea93,2012-12,South Wales Police,South Wales Police,-3.437026,51.580504,On or near HEOL TRANE,W01001917,Rhondda Cynon Taf 023G,Investigation complete; no suspect identified
4bbd922104c598e68c18b5baae1056bf943c5b53d4cab904b3d2b58d78523ed0,2012-12,South Wales Police,South Wales Police,-3.957144,51.617286,On or near PHILLIPS PARADE,W01000871,Swansea 026B,Investigation complete; no suspect identified
15968b6f1bd852af5f27528c857bcb2a369d6da2c71f5f4906d49355e1ef4d26,2012-12,South Wales Police,South Wales Police,-3.154300,51.488394,On or near BROADWAY,W01001698,Cardiff 036E,Investigation complete; no suspect identified
beac1078ead24e729c3150b6124eabdacaa165019402345438f96ec659c24990,2012-12,South Wales Police,South Wales Police,-3.908758,51.644962,On or near CHEPSTOW PLACE,W01000738,Swansea 014A,Investigation complete; no suspect identified
841ba9e6bd6538c3e3ffeb082ce29ed85011ba48475cb5f8d1bf82f2ede4bbca,2012-12,South Wales Police,South Wales Police,-3.772902,51.592563,On or near BRYNHEULOG STREET,W01000951,Neath Port Talbot 018C,Investigation complete; no suspect identified
93282793a7ec565a6398bb7e866a46c45dcc25e031698b35d1688eae935ef5f5,2012-12,South Wales Police,South Wales Police,-3.182948,51.425497,On or near BRITTEN ROAD,W01001115,The Vale of Glamorgan 008B,Investigation complete; no suspect identified
1ea13f120d6fc7b7fb4859f19b1f5cefff93b7e7d92d7368f1091945086f8d56,2012-12,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
5ab431243cdf14aa8c73b202202026f571c8caf8ad9f48b7ccb096884277a350,2012-12,South Wales Police,South Wales Police,-3.390254,51.765714,On or near PEN-Y-DRE,W01001299,Merthyr Tydfil 008A,Investigation complete; no suspect identified
a4ed3d9818a2f8b60f27c458e0712051315b7d7f841f665627ab56af7c40d37a,2012-12,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
