Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
21c803e3473a0626b5a5a702fdd4d28271b56b1bc553caaa612bf59c10da2dcd,2013-05,South Wales Police,South Wales Police,-3.388621,51.535111,On or near COWBRIDGE ROAD,W01001242,Rhondda Cynon Taf 030D,Investigation complete; no suspect identified
6cb0fb5e4c407ca8f3565757d383760530df54dac45a8e7bcafe54ad070aa64a,2013-05,South Wales Police,South Wales Police,-3.452653,51.622448,On or near FOUNDRY ROAD,W01001260,Rhondda Cynon Taf 014C,Investigation complete; no suspect identified
4ce27d17fc3495a6ecce53963bcc6cff7fc38e184d314965142b9b34cc379f5a,2013-05,South Wales Police,South Wales Police,-4.040549,51.716339,On or near TEDDINGTON PLACE,W01000846,Swansea 001B,Investigation complete; no suspect identified
5b1c88363f24da4aecf897d5ec00aca38f41cfa16b8d14d0576b640678ef19f8,2013-05,South Wales Police,South Wales Police,-3.176574,51.482498,On or near Shopping Area,W01001939,Cardiff 032F,Investigation complete; no suspect identified
eb340c639caec6f1c91e38ea5a3ee225b6a1deb7631e9df1cf7432043e3e1af9,2013-05,South Wales Police,South Wales Police,-3.443040,51.713231,On or near MARKET STREET,W01001150,Rhondda Cynon Taf 003B,Investigation complete; no suspect identified
1b5f8490684b820c68ca230a0c6906dd374abcd57547ae18fe929500a5500ec3,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
7bf7a2c3e91a3cc44b307a91b999b6700e33919c0f1ea321099ba34e2564216d,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
4e67b0f0706e4ea097a32dea8a7d978746fdcc1c03f8e75b967639bd517f5d78,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
7937baab3a8f283670b811c94e687abe83fb293355991c802fdfeb2b8eda17dc,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
a43c9d12248a2fdfb24085aaf3b508b9d2def89a211338cb8e4ddddfed78bab0,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
989f43c54ee8bde12214a251bc576f87bb8d557ad6ebd42f4ebc5624924b0105,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
126738e5dc6da19b14c955e8b227e2121f93bc1aa44a48affc84bca103d64779,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
b2cb74b8a22e10c34359a8e49112bab61a5dbe71b36d1ceeba3429b01ae67080,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
58802ba09256de6c0084ab9b03901dc00a78d9f52524412898a1ad929a3e4cb4,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
65f5f43fef35bc2c8bf4ba9ab3aeedb253c679ed9e4726001641af4f6499d406,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
9b28aa4adddd783ce99383fda1bd47e018e57b36fe8c1e1f943c4b4f3444db9f,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
2514e0ab73f12528c4e915f7c7ed91f5bbe3fd16661bd3bbeadbbaccc52b406c,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
cff9eb5dc86b8a91bdec65d3929fed282134fc2f85c2c6b5a503973d257ff200,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
0052d6c5fd0015d4baedd2c3240beb91ab67bcbedaaa3b8cb4cfb8ea1d5a86bb,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
64432056ca167cc510b91167fdc7d407214fb0e0fe948eed6b55af281d3cacbd,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
b70307dce3ad0565244fd70442a1900c772e226506f51aacf52151a9dd15a4fb,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
b251580350aafb72e82713fdb63b8a2253bf57dde4b001cc66ec55d1fa000a98,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
2da778c833b8d59c4960a089b0b35f976ed424ca19aa7f33c951af331decc8b0,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
4a251ef072589d145d367bf8d7c7e0266fd22247f3c65071c995f350e72b9b29,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
6e5dddc473ad71b3302eb7573c347c8e67ff6f3716609dcc1a8243930f534d70,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
c4faef0040d20def8f717e63f2292f9b3797bf790c0205435306b55351015f54,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
29e1f94185fbbad22ba6c129ed488f801dcf4b80457de4a4e7b7a3191f8c7602,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
c7e71762ff3f476d5bbd21747a7760ae196ed69cca389fbb64e8383c3cc4b46a,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
92970c0e8425278fbc91554cdd584af65fe1d721916b499478a2113e198e1aa6,2013-05,South Wales Police,South Wales Police,,,No location,,,Suspect charged
2c745a91fefde8343e8132b83147c163707599ded7353d600a1552d452dc58f3,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
500abc0df35b5f562e5159d53d0aa5552795e4f25e111af1aec7096f1708ad54,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
dd7f6f617604b10c23d0ec3e4181768ad28d566a25787b8184cc0c924c8272ab,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
8650ba4df3c577ebbfd5ad74a46163c57558ab18697e9cc1831219646e60e342,2013-05,South Wales Police,South Wales Police,,,No location,,,Suspect charged
5e52ab782222767f547dedac5099108c5ada4cd587535f181f15e55d89927077,2013-05,South Wales Police,South Wales Police,-3.229249,51.498350,On or near GILLIAN ROAD,W01001780,Cardiff 026B,Investigation complete; no suspect identified
e9f69e7ea2244e95d85830d83709cd411423e49f476b72e36f0c6d105aeda746,2013-05,South Wales Police,South Wales Police,-3.532391,51.506056,On or near GLENWOOD CLOSE,W01001003,Bridgend 015D,Investigation complete; no suspect identified
feb7c99559eb216ee1a05870f7f45823bcb47a3326edd2bf8c75cd749af4c10a,2013-05,South Wales Police,South Wales Police,-3.174028,51.483171,On or near Parking Area,W01001939,Cardiff 032F,Investigation complete; no suspect identified
af96b71ff7273fba2b8dfdc0bc2dab7377ddda2a791a4d94a574a51142f3e25b,2013-05,South Wales Police,South Wales Police,-3.173712,51.473121,On or near CANAL PARADE,W01001952,Cardiff 049F,Investigation complete; no suspect identified
adbe277b6a1648aa43380a1ebd4492f38fb0ac86447aeb13b33d129ab68b3e6c,2013-05,South Wales Police,South Wales Police,-3.567733,51.549597,On or near HIGHLAND COURT,W01000986,Bridgend 007A,Investigation complete; no suspect identified
e36ab05a4bc6364ecf788cb060c7748c8291f8f277dcbbd1b657bd29a2fdb565,2013-05,South Wales Police,South Wales Police,-3.164844,51.495771,On or near PEN-Y-LAN ROAD,W01001831,Cardiff 030A,Investigation complete; no suspect identified
1d4ef6eab79b5ae36c15f32ba294774a1db1df63961f84818db095b9ae647f21,2013-05,South Wales Police,South Wales Police,-3.444661,51.534515,On or near ROBERT STREET,W01001190,Rhondda Cynon Taf 029D,Investigation complete; no suspect identified
3c1f9691446683a5cfd4e81658a7a83177148bf90e02b2f30d437a51fd27d33e,2013-05,South Wales Police,South Wales Police,-3.376288,51.673848,On or near WINDSOR ROAD,W01001211,Rhondda Cynon Taf 008C,Investigation complete; no suspect identified
e6c6ce93a71fb4a3e97c5d07437ff3acd520984b17bf920316238a1b25081469,2013-05,South Wales Police,South Wales Police,-3.465812,51.644377,On or near REDFIELD STREET,W01001287,Rhondda Cynon Taf 014F,Investigation complete; no suspect identified
fc7272daaabf6db684602aea491af24e4bfaec154789913827ac8bd5ec969bbd,2013-05,South Wales Police,South Wales Police,-3.577540,51.493273,On or near EWENNY ROAD,W01001037,Bridgend 013B,Investigation complete; no suspect identified
7a280880de7a9b56ee24af43602503176670c0d1ccb813ec1dd492317180e547,2013-05,South Wales Police,South Wales Police,-3.177560,51.477741,On or near ST MARY STREET,W01001941,Cardiff 032G,Investigation complete; no suspect identified
4d99bb3bae0bba403745a91e2c8028afae6963f62add2f2dc87a3a8d1cca2483,2013-05,South Wales Police,South Wales Police,-3.256740,51.409406,On or near GUY'S ROAD,W01001079,The Vale of Glamorgan 012E,Investigation complete; no suspect identified
135ad8f8aa6607d02e2479a10a12a6d3215a580cf24a2d757114e24bade775be,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
becb754a4bdb259dae6257003595f20baf1f5f0d50fdf7a517544ed943ef47e0,2013-05,South Wales Police,South Wales Police,-3.168398,51.492777,On or near STRATHNAIRN STREET,W01001831,Cardiff 030A,Investigation complete; no suspect identified
5342d03fc662106fc90067afc376676f05206a3bc2c39308d9502c262a9a117f,2013-05,South Wales Police,South Wales Police,-3.487857,51.677154,On or near WOOD STREET,W01001202,Rhondda Cynon Taf 009C,Investigation complete; no suspect identified
20107c68b1924670fb3a3b5ec4e0e51fa8f1fedff5ebee28105884ecf0b74762,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
857cc1a7c65e1f4019a67fc5c7f0cd72ee72ea88beb3f9f7ceae9995900e3a60,2013-05,South Wales Police,South Wales Police,-3.286309,51.462409,On or near GRANT'S FIELD,W01001113,The Vale of Glamorgan 003A,Investigation complete; no suspect identified
fe0060315f594b0e47bc74c9fc5a71e9868f854b2dd0da29a98c4441f9bdba05,2013-05,South Wales Police,South Wales Police,-3.364124,51.760850,On or near CAERHENDY STREET,W01001311,Merthyr Tydfil 002F,Investigation complete; no suspect identified
5105cf4a18b62e17ab1652e3486ed27c7d6326e5ce61851664356093415b9bf7,2013-05,South Wales Police,South Wales Police,-3.847106,51.661846,On or near WOODLAND CLOSE,W01000915,Neath Port Talbot 010D,Investigation complete; no suspect identified
b8d375de112dc4957965a04e3a576f23a4c05ac1d69bba80c31ab29f5cfd4781,2013-05,South Wales Police,South Wales Police,-3.607557,51.499700,On or near SUNHILL PARK,W01001918,Bridgend 017E,Investigation complete; no suspect identified
28a722323529f7b1933ac22429971ed596bad2dbe2b66a2bc9f069e283f5483d,2013-05,South Wales Police,South Wales Police,-3.270380,51.404053,On or near GREENWOOD STREET,W01001910,The Vale of Glamorgan 012G,Investigation complete; no suspect identified
ef179b71066c8b4ea6d23d3f3cf33fc04b1d69a7003d0edbc3030836f2681718,2013-05,South Wales Police,South Wales Police,-3.592594,51.505668,On or near OAKLANDS CLOSE,W01001028,Bridgend 014D,Investigation complete; no suspect identified
94b3f442eac374245af7b0ecf3af6866f822ffbbf1f30d10370da439b32a1f49,2013-05,South Wales Police,South Wales Police,-3.176725,51.445828,On or near JEFFCOTT PLACE,W01001126,The Vale of Glamorgan 005E,Investigation complete; no suspect identified
b11794b2b7cf04910b824a526bcefac1a5417569856bea1691723e99e079e510,2013-05,South Wales Police,South Wales Police,-3.097695,51.524931,On or near CWMCARN CLOSE,W01001878,Cardiff 011B,Investigation complete; no suspect identified
14350878af1294484dca14cd35c438fb898f05d868dc1158640dda8bb57e592c,2013-05,South Wales Police,South Wales Police,-4.027472,51.718841,On or near HEOL-Y-CAE,W01000848,Swansea 001D,Investigation complete; no suspect identified
f0aaf36b3d5ec02aea71d399a672304f38dc0eb815b86b1a57bb72f21fd83803,2013-05,South Wales Police,South Wales Police,-3.159018,51.486450,On or near Police Station,W01001694,Cardiff 036A,Investigation complete; no suspect identified
c8842ad7016d8c094555e4f447ada0195c6ded922ed501892b99cab5922390d6,2013-05,South Wales Police,South Wales Police,-3.282031,51.417621,On or near CHARTER AVENUE,W01001092,The Vale of Glamorgan 007B,Investigation complete; no suspect identified
6cfde31ad66ffd87fc96f7ad522d71da868b3d32d13da9b3beb912c677127651,2013-05,South Wales Police,South Wales Police,-3.341616,51.601200,On or near MILL STREET,W01001228,Rhondda Cynon Taf 021D,Investigation complete; no suspect identified
a661d864495a43b5ee1424ab77b418dc08a17421efdc98640627cd589d225443,2013-05,South Wales Police,South Wales Police,-3.187758,51.517157,On or near CEFN CARNAU ROAD,W01001769,Cardiff 018A,Investigation complete; no suspect identified
8427fc3a13850991085c81bc142ce8bf5f2bbd6cafc6a0f384f76f3663c329d8,2013-05,South Wales Police,South Wales Police,-3.351673,51.557663,On or near PARISH ROAD,W01001278,Rhondda Cynon Taf 028E,Investigation complete; no suspect identified
e5f2127b37db691b130d3b4623fee65ad4d028ec082bf38136b412a186d927f9,2013-05,South Wales Police,South Wales Police,-3.219126,51.501792,On or near FESTINIOG ROAD,W01001786,Cardiff 023B,Investigation complete; no suspect identified
35060b1de92cb46500bffcf40858dbeff56d9029c0c7f6ba6db4f5593b441d67,2013-05,South Wales Police,South Wales Police,-3.930266,51.684078,On or near CLOS CADNO,W01000816,Swansea 003F,Investigation complete; no suspect identified
2132eba22c16f4d2dc36c432055a7f057c44dc118fae62dbf720ae8d4073eaf0,2013-05,South Wales Police,South Wales Police,-3.182845,51.481068,On or near HEOL Y CASTELL,W01001939,Cardiff 032F,Investigation complete; no suspect identified
b2f327cbb2c0cbf5c487ffcac0f923820289690c558cd016a7079d6288fc6f38,2013-05,South Wales Police,South Wales Police,-3.152026,51.526730,On or near LLWYN CASTAN,W01001815,Cardiff 008D,Investigation complete; no suspect identified
bd18f3b5b2f0d2c73938d3e5e28f30313b6ae5c9b0554b54d139a616da5f20aa,2013-05,South Wales Police,South Wales Police,-3.098668,51.531819,On or near NEWPORT ROAD,W01001877,Cardiff 011A,Investigation complete; no suspect identified
bf78fa793ef5e4fe8856f50b749d591c8e4342c61f4acc7b6fa94d29ac758ce9,2013-05,South Wales Police,South Wales Police,-3.456648,51.623154,On or near BRYNHYFRYD,W01001248,Rhondda Cynon Taf 016D,Investigation complete; no suspect identified
ee51c8d961b0c7d10d76c6ce6c610dd83395d988e7da2ee9567277c1a76ab28e,2013-05,South Wales Police,South Wales Police,-3.954064,51.618893,On or near HENRIETTA STREET,W01000747,Swansea 024A,Investigation complete; no suspect identified
5760d687650b43cfa4eb79f86ac0d38b46ad7ea28462f11ffec3f6a9b20a465a,2013-05,South Wales Police,South Wales Police,-3.596191,51.536022,On or near DAN-Y-LAN,W01000974,Bridgend 006A,Investigation complete; no suspect identified
29798cf43288f7bda225df3f0518e902ae4333f1e7e0dd409de6ba8a29b9d672,2013-05,South Wales Police,South Wales Police,-3.092073,51.504438,On or near WENTLOOG ROAD,W01001885,Cardiff 011D,Investigation complete; no suspect identified
26cd6366acb9059de17d91e46043bdef5d8c41deda859080bb19f3c92d6461ef,2013-05,South Wales Police,South Wales Police,-3.299013,51.575612,On or near Petrol Station,W01001245,Rhondda Cynon Taf 025C,Investigation complete; no suspect identified
5d02ec8b2b9e7704276ea2e9ab969fd14ab9777cf61f31a2d3926485cd3581b2,2013-05,South Wales Police,South Wales Police,-3.922596,51.667630,On or near FAGWR PLACE,W01000809,Swansea 008A,Investigation complete; no suspect identified
9302a094601ad65d0a415373c2a7923000f24a59154030455cf41936b47fc2c2,2013-05,South Wales Police,South Wales Police,-3.415454,51.704998,On or near BETHANIA PLACE,W01001168,Rhondda Cynon Taf 004B,Investigation complete; no suspect identified
3b8d3787be597b5d95650af8652787221b00e06a13c7cbdfd020833ade3673ec,2013-05,South Wales Police,South Wales Police,-3.271446,51.476661,On or near DEEPWOOD CLOSE,W01001729,Cardiff 014C,Investigation complete; no suspect identified
b94d109fce375445b1c34d42cf85aa1e5e9dfc0c49619666d347931a53b6cb47,2013-05,South Wales Police,South Wales Police,-3.173712,51.473121,On or near CANAL PARADE,W01001952,Cardiff 049F,Investigation complete; no suspect identified
929d3ce3dca39b8ad2cca6be4972418f8b9c16dd1cbc1aee201bc5beb0b490cf,2013-05,South Wales Police,South Wales Police,-3.959250,51.613196,On or near VICTORIA AVENUE,W01000749,Swansea 026A,Investigation complete; no suspect identified
b58a160117cef00c6f86615b92a62bdc078da6a1a27ecbe65b66284596da3313,2013-05,South Wales Police,South Wales Police,-3.892426,51.653643,On or near CROESO'R GWANWYN,W01000799,Swansea 010D,Investigation complete; no suspect identified
d0bfbd04806e0145a20ca7d0ae0436e1b67c47f5940d004d288ae9708e8f597a,2013-05,South Wales Police,South Wales Police,-3.167537,51.495168,On or near ANGUS STREET,W01001831,Cardiff 030A,Investigation complete; no suspect identified
e19d8b16d99eb076fce99ab8169cd9b2d7810b27ad789c05df6d793b9ae8146a,2013-05,South Wales Police,South Wales Police,-4.052176,51.671624,On or near BRYNGOLAU,W01000841,Swansea 005C,Investigation complete; no suspect identified
9b016680f8d45da2eae3c051044253b61ab0b7e0d631753f6bb3e0884faf049b,2013-05,South Wales Police,South Wales Police,-3.815477,51.600904,On or near SOUTHDOWN ROAD,W01000962,Neath Port Talbot 016D,Investigation complete; no suspect identified
1729afd6bec1450fe5c3d70f4456e2d8039ae239876373ddd5cd2e18a5c56caf,2013-05,South Wales Police,South Wales Police,-3.822551,51.662140,On or near Supermarket,W01000922,Neath Port Talbot 007C,Investigation complete; no suspect identified
3ad55eaeea29eb7a733a03bb93e7533a7cfcd2fde99c5ea4ad52668b84642ff0,2013-05,South Wales Police,South Wales Police,-3.415454,51.704998,On or near BETHANIA PLACE,W01001168,Rhondda Cynon Taf 004B,Investigation complete; no suspect identified
2918f32737617b48de38c56552aa901d24cd8ca08fd03b7e88252c3ead667c44,2013-05,South Wales Police,South Wales Police,-3.292201,51.415171,On or near WHITMORE PARK DRIVE,W01001103,The Vale of Glamorgan 010D,Investigation complete; no suspect identified
bd6d137bcf7d7558621f5b7b074ad1b28456d4a58573453960d2601b56f3a182,2013-05,South Wales Police,South Wales Police,-4.002161,51.583290,On or near BETHANY LANE,W01000880,Swansea 029B,Investigation complete; no suspect identified
b794a37c790430a6cdf40bc85002d74cb4de019b281ccee1e123786d769f193e,2013-05,South Wales Police,South Wales Police,-3.242580,51.502265,On or near ROPER CLOSE,W01001784,Cardiff 026F,Investigation complete; no suspect identified
274281ef16f61cca9029eb9384406a6d631b0289f8a7fc04f918f909b88f6c7d,2013-05,South Wales Police,South Wales Police,-3.156697,51.485789,On or near RUBY STREET,W01001694,Cardiff 036A,Investigation complete; no suspect identified
9dd5f53c6c7bfec0a3cc11a94d6aad89f96fabe5aa182e5683fc7165d421eb4c,2013-05,South Wales Police,South Wales Police,-3.939532,51.619260,On or near WIND STREET,W01001938,Swansea 025E,Investigation complete; no suspect identified
82bc8c84ae9fd08465b0622bf947a744996b97b9db5bef8bf97262a2a0c44253,2013-05,South Wales Police,South Wales Police,-3.320089,51.571861,On or near CONWAY CRESCENT,W01001246,Rhondda Cynon Taf 025D,Investigation complete; no suspect identified
d66a3a932a6a0702f9f98a18e22e64734598d7296623e039b5f7a5642858b640,2013-05,South Wales Police,South Wales Police,-3.582415,51.537917,On or near BRYNCOCH ROAD,W01001056,Bridgend 007D,Investigation complete; no suspect identified
9abbe96ae26364d9b7293b5e9ae309fdead24f7efc7b9734b1d13c1bbd957728,2013-05,South Wales Police,South Wales Police,-3.337012,51.604705,On or near Parking Area,W01001258,Rhondda Cynon Taf 019E,Investigation complete; no suspect identified
5e7f436d688ddb22eb681747a78e493d133279e4a1da2911f3c01e6b9729d4e8,2013-05,South Wales Police,South Wales Police,-3.175166,51.483169,On or near Nightclub,W01001939,Cardiff 032F,Investigation complete; no suspect identified
722dcefba229024b5f5931105e6a4cbc79ea5e3d76ea8b6e4354bc89f9200a53,2013-05,South Wales Police,South Wales Police,-3.787545,51.766358,On or near HEOL ALLTYGRUG,W01000973,Neath Port Talbot 020F,Investigation complete; no suspect identified
338cb6706371afc556b45128176106e9274acce4b59861be8fbc9c6082fe5627,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
ee7410f13eb42a5df43ff21cfdb25350b317b0abfe73be59d57e9214ec210591,2013-05,South Wales Police,South Wales Police,-3.990069,51.652712,On or near Petrol Station,W01000836,Swansea 011E,Investigation complete; no suspect identified
a93a30fab5b5513bf8d1bba71dcb38d437c1959dd5acaf9f8cd295c2ff7476c4,2013-05,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
86e5c227d700bd87aa1bb3e9f6ce25d526bbc09b38c48f3e06a3fcf1b8fb6cc8,2013-05,South Wales Police,South Wales Police,-3.240727,51.483366,On or near RONALD PLACE,W01001746,Cardiff 041D,Investigation complete; no suspect identified
d3ddc4dd3a0d0a5109f6fc32c9d7cb4425d12a88fcb6700227e2fc3642427c53,2013-05,South Wales Police,South Wales Police,-3.255339,51.410240,On or near CHARLOTTE PLACE,W01001070,The Vale of Glamorgan 009C,Investigation complete; no suspect identified
9462c232593580e6afa9f414eda0e7bda685c7ad805abae8f95dfe268aea6724,2013-05,South Wales Police,South Wales Police,-3.797340,51.594664,On or near PENDARVIS TERRACE,W01000886,Neath Port Talbot 017C,Investigation complete; no suspect identified
5c55eead136494b40d1f9c8ce3d4902d1809f1b3c80bf2858a6b3a86b18fd442,2013-05,South Wales Police,South Wales Police,-3.200906,51.487737,On or near IESTYNIAN AVENUE,W01001860,Cardiff 034C,Investigation complete; no suspect identified
12600763b5f1acc9de4311d536d2d12ae5f24e258b22483ebe12f74ffb6697ac,2013-05,South Wales Police,South Wales Police,-3.638129,51.602075,On or near GARTH AVENUE,W01001016,Bridgend 005C,Investigation complete; no suspect identified
a7a9e2acd8ba4d5d32e2b394cce72cbbc7b065ed1c7537cb07aefe1f16b725e9,2013-05,South Wales Police,South Wales Police,-3.529768,51.671023,On or near Parking Area,W01001265,Rhondda Cynon Taf 007A,Investigation complete; no suspect identified
4e63d48b225d68663ac053302e1f11eac18730ca9175a1e22ca27f4e6fbf372f,2013-05,South Wales Police,South Wales Police,-3.495409,51.531757,On or near MINFFRWD CLOSE,W01001040,Bridgend 009F,Investigation complete; no suspect identified
92e12d515fee62ae89d2656c76b7f2a0c558f103d48c021eed4da4850c52eec0,2013-05,South Wales Police,South Wales Police,-3.280169,51.402445,On or near ABERYSTWYTH CRESCENT,W01001066,The Vale of Glamorgan 015D,Investigation complete; no suspect identified
c2351ff88e70c82def31ca6be89314ba04bc6983d0f45127730db5ef2922ddb4,2013-05,South Wales Police,South Wales Police,-3.347386,51.715024,On or near SOUTH VIEW,W01001313,Merthyr Tydfil 006F,Investigation complete; no suspect identified
33983ed0c580e921e278d82f534fea60ac9fdaa80b5f2fc331ba8fab271847eb,2013-05,South Wales Police,South Wales Police,-3.953641,51.656795,On or near CRWYS TERRACE,W01000820,Swansea 009D,Investigation complete; no suspect identified
63d984536657a565ff704eac92fe481f81e19aa30aa72cf16a65718a7673167b,2013-05,South Wales Police,South Wales Police,-3.447215,51.716597,On or near Petrol Station,W01001148,Rhondda Cynon Taf 002A,Investigation complete; no suspect identified
ae7c8a6612bfcc2c84b31f295bd8703a4b1ea6649d47daa017165ca98f25ad5d,2013-05,South Wales Police,South Wales Police,-3.425756,51.698480,On or near MARGARET STREET,W01001138,Rhondda Cynon Taf 005B,Investigation complete; no suspect identified
f2635c24302d9b305c8b9329ab0a64047dec0ad805cc398b406646c4ab69c32a,2013-05,South Wales Police,South Wales Police,-3.181805,51.468697,On or near CLYDACH STREET,W01001765,Cardiff 044B,Investigation complete; no suspect identified
83887e4d1ab7f61f42b253a7c0de3094a60dd2913978b2f97b00a0b906a50ddc,2013-05,South Wales Police,South Wales Police,-3.200906,51.487737,On or near IESTYNIAN AVENUE,W01001860,Cardiff 034C,Investigation complete; no suspect identified
17fae48993a843bcb7e803fa810df6f45dd9f301a9d201db181814a07cbff20c,2013-05,South Wales Police,South Wales Police,-3.345208,51.558070,On or near GREEN WOOD DRIVE,W01001199,Rhondda Cynon Taf 027E,Investigation complete; no suspect identified
94762d529f073f369162a94528580d015fbad9dc78af900c9cec21650ee0cb01,2013-05,South Wales Police,South Wales Police,-3.754947,51.617022,On or near Parking Area,W01000900,Neath Port Talbot 014C,Investigation complete; no suspect identified
8d423aedaa8a69a1049266c77ab9bbed555c7d8b491ca44b08d540c4e5afe1b7,2013-05,South Wales Police,South Wales Police,-3.089946,51.523358,On or near ABERNETHY CLOSE,W01001882,Cardiff 011C,Investigation complete; no suspect identified
ac7fcef13322ea8bcc0ee5e934bed44109a195accbc3381e31a1fbc47deb327e,2013-05,South Wales Police,South Wales Police,-3.452084,51.614569,On or near GILFACH ROAD,W01001218,Rhondda Cynon Taf 018B,Investigation complete; no suspect identified
ea7a4f869da5ba4f07b3bc0f25c99aa24b804c68f8e7c0563cb3bc9cddd8c6c5,2013-05,South Wales Police,South Wales Police,-3.897577,51.659971,On or near FFORDD TOLLBORTH,W01000794,Swansea 010A,Investigation complete; no suspect identified
d02687443ad0cd43baf5d374c3fcb3cebda8373bf3cbf36edfa1a4672db73cd2,2013-05,South Wales Police,South Wales Police,-3.704758,51.489919,On or near ST BRIDE'S CLOSE,W01001032,Bridgend 018B,Investigation complete; no suspect identified
6220a9be535d9097dfe020ecb304f70a13064f105a5f4598ec06417a60c8918b,2013-05,South Wales Police,South Wales Police,-3.484384,51.643047,On or near ALEXANDRA ROAD,W01001286,Rhondda Cynon Taf 014E,Investigation complete; no suspect identified
21182eecdfc92898491bdc945cc9fbe24c3063b9cbc1dd2917a4302dc44b3ac6,2013-05,South Wales Police,South Wales Police,-3.184655,51.438644,On or near BYRON PLACE,W01001075,The Vale of Glamorgan 004A,Investigation complete; no suspect identified
ce01fd69da71ee8d237cefd313f0ef92281b97d2cf8577c7bc49324ba113954b,2013-05,South Wales Police,South Wales Police,-3.321258,51.597232,On or near BRYN ILAN,W01001262,Rhondda Cynon Taf 022D,Investigation complete; no suspect identified
7402521140b19f3ef5a39414e2b2028ea70179ce1a78c60bb460044ed73834e9,2013-05,South Wales Police,South Wales Police,-3.746509,51.623371,On or near TWYN-YR-YNYS,W01000898,Neath Port Talbot 014A,Investigation complete; no suspect identified
2fb6d4169590ff5af16c2d2a5acfd67e93b713e6bd6603e804a15dd44d991afa,2013-05,South Wales Police,South Wales Police,-3.175486,51.439042,On or near Supermarket,W01001125,The Vale of Glamorgan 005D,Investigation complete; no suspect identified
2c0185d2692a38dbb4b1fe82de35c703b004d1566fd4f562b1ef10a705bc3b34,2013-05,South Wales Police,South Wales Police,-3.966935,51.614236,On or near FINSBURY TERRACE,W01000873,Swansea 026C,Investigation complete; no suspect identified
afe29c91d0faec4c4eb9f8954d0a0007203932d7709b4afb1e7b27c108baac83,2013-05,South Wales Police,South Wales Police,-3.176026,51.480220,On or near Shopping Area,W01001941,Cardiff 032G,Investigation complete; no suspect identified
2920e4a9e28898b4c136470de605644f325aca17c70b5daf3cc2473af0f7bd11,2013-05,South Wales Police,South Wales Police,-3.330833,51.652136,On or near Sports/Recreation Area,W01001145,Rhondda Cynon Taf 012C,Investigation complete; no suspect identified
6c7a9a93d968ef16247946a2fcda1d599a7cc6f1b622cb34ff41a2f1857a4f00,2013-05,South Wales Police,South Wales Police,-3.200934,51.478924,On or near KITCHENER ROAD,W01001713,Cardiff 040E,Investigation complete; no suspect identified
34f7a9bf6a22e8e52cd1b21e0ac266697e0bbd5e9ad505ad8e453f72f1821e1c,2013-05,South Wales Police,South Wales Police,-4.052561,51.668937,On or near HAWTHORN AVENUE,W01000841,Swansea 005C,Investigation complete; no suspect identified
3eeaaf033cc0079bc45066cd6fdb21ab0a6673621d29893954618f1274a1f35c,2013-05,South Wales Police,South Wales Police,-3.502595,51.529759,On or near BEECHWOOD GROVE,W01001039,Bridgend 009E,Investigation complete; no suspect identified
