Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ba3b857d09e61ca102f38487461adc4bb7cf70b798f11b5f920e33b2afcf34d5,2013-02,South Wales Police,South Wales Police,-3.329138,51.595156,On or near RULER WAY,W01001263,Rhondda Cynon Taf 022E,Investigation complete; no suspect identified
6b8d8d55ce1e379e6b725ce6d8c5c860f4165c7b00795926ec203797cd4620ef,2013-02,South Wales Police,South Wales Police,-3.370823,51.746179,On or near THE PARADE,W01001316,Merthyr Tydfil 005B,Investigation complete; no suspect identified
cf7120fc1987eb37abd0d0fdf2e28d6b5e9bf7ee07b5ddd93cdcb9e8f3c4a504,2013-02,South Wales Police,South Wales Police,-3.252985,51.482381,On or near PETHYBRIDGE ROAD,W01001738,Cardiff 039B,Investigation complete; no suspect identified
e1a63bed051f3acb32bc33c633b24980d65893593a38174fac1e6ab4a569164a,2013-02,South Wales Police,South Wales Police,-3.187408,51.528661,On or near LLANISHEN COURT,W01001791,Cardiff 005A,Investigation complete; no suspect identified
d3786d744d12918008145915c3ec1a09678693cc928597ddd666cf82754b25e3,2013-02,South Wales Police,South Wales Police,-3.136346,51.490961,On or near BRONWYDD ROAD,W01001875,Cardiff 037C,Investigation complete; no suspect identified
ba0cb85dffa4249e16222c84697988aa43ca4d54149f89acfa4bb051c8047a13,2013-02,South Wales Police,South Wales Police,-3.200768,51.525783,On or near Petrol Station,W01001953,Cardiff 005G,Investigation complete; no suspect identified
b3b38e36d62cb53f72988afd7c088c5b8d982a93f6a12869654bb9a539f80ce6,2013-02,South Wales Police,South Wales Police,-3.251177,51.516309,On or near WINDSOR CRESCENT,W01001954,Cardiff 006F,Investigation complete; no suspect identified
0193ce82f96161881345ff7195cb0f4fb7f7a57c808dcf3906c8839b81892662,2013-02,South Wales Police,South Wales Police,-3.953231,51.671459,On or near DELFAN,W01000791,Swansea 004A,Investigation complete; no suspect identified
30f74f6efa69157b6b78502e7cbddfc4661d60a9dc3a18dd65166ee12a89758d,2013-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
7b475b6f1106813fada5bbfd139173298b0d16d303b431d1fd37dad67464841b,2013-02,South Wales Police,South Wales Police,-3.602901,51.507434,On or near BRYNTIRION HILL,W01000990,Bridgend 017B,Investigation complete; no suspect identified
981f7518e1fd157e1d94d356e397c0a8144e09b01dfe290cf361c58114be996e,2013-02,South Wales Police,South Wales Police,-3.442412,51.713050,On or near Shopping Area,W01001150,Rhondda Cynon Taf 003B,Investigation complete; no suspect identified
26cd6366acb9059de17d91e46043bdef5d8c41deda859080bb19f3c92d6461ef,2013-02,South Wales Police,South Wales Police,-3.299013,51.575612,On or near Petrol Station,W01001245,Rhondda Cynon Taf 025C,Investigation complete; no suspect identified
aac94e42af873e77049aeec38a20141594d57744b36d0e2fc5470e136e77407f,2013-02,South Wales Police,South Wales Police,-3.202806,51.478384,On or near FOUNDRY CLOSE,W01001713,Cardiff 040E,Investigation complete; no suspect identified
1acb47157445d19633523c2238a478b316b321b4c9968516114655ea4e378951,2013-02,South Wales Police,South Wales Police,-3.243421,51.495584,On or near KERRIGAN CLOSE,W01001748,Cardiff 027B,Investigation complete; no suspect identified
4c651d887410540ccb43819a97ebd435d4ab516f4e697b7d4c3cecdaf4671b9c,2013-02,South Wales Police,South Wales Police,-3.184120,51.463027,On or near EARL STREET,W01001762,Cardiff 046D,Investigation complete; no suspect identified
b7ac56d5d5453405bca9d2f187878ffe9c971f65881d020dce6136cba7892f40,2013-02,South Wales Police,South Wales Police,-3.149776,51.513498,On or near ROUND WOOD,W01001813,Cardiff 017D,Investigation complete; no suspect identified
1095b0631221af503e8bf5b02280046e113fb26b65bbb74032acc6178176ebcf,2013-02,South Wales Police,South Wales Police,-3.163108,51.497191,On or near WESTVILLE WALK,W01001824,Cardiff 029C,Investigation complete; no suspect identified
4c0b0f7070119e407ea0b4b0fe3981b5a220413057809e7e59473b2fa6469fa8,2013-02,South Wales Police,South Wales Police,-3.138906,51.486206,On or near MEIRION PLACE,W01001871,Cardiff 037B,Investigation complete; no suspect identified
3e35c378d2405475d57b6611d9ede41603500485c2f64d7afbf5c9fa8ec7c0ad,2013-02,South Wales Police,South Wales Police,-3.272367,51.402071,On or near Supermarket,W01001910,The Vale of Glamorgan 012G,Investigation complete; no suspect identified
fbf40dc977936239e5aed12a194c812cb78293a5942704249f1140c94c28306e,2013-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
14fda4fa0a886d0c4f14e9141f771a5b4011dfb65f2719634933b3cb8099c5a1,2013-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
f88873f474210b17648840bbaae13a53eea11026583cd6acbdb6eb15e7a23761,2013-02,South Wales Police,South Wales Police,-3.853618,51.658435,On or near Sports/Recreation Area,W01000917,Neath Port Talbot 010F,Investigation complete; no suspect identified
2a241f1e521ef31f49c97dae4bd386419a7015c03db9fd4acef635f1f1ef1dca,2013-02,South Wales Police,South Wales Police,-3.823249,51.606395,On or near HEOL CHOPIN,W01000961,Neath Port Talbot 016C,Investigation complete; no suspect identified
27f9d77d319f8ba3002534d73bac2d1004ffb465a083302bf7740ad92f90735d,2013-02,South Wales Police,South Wales Police,-3.283602,51.400303,On or near ISLAND ROAD,W01001102,The Vale of Glamorgan 013F,Investigation complete; no suspect identified
135c7b4b718be9929af42d082251382a490b7374df7b77d61f71cce75f702692,2013-02,South Wales Police,South Wales Police,-3.457425,51.721254,On or near FREDERICK STREET,W01001155,Rhondda Cynon Taf 002D,Investigation complete; no suspect identified
970186b08ecdcb50df42e52c9cd7315ba493a98e6d4f744513c185dd349552a5,2013-02,South Wales Police,South Wales Police,-3.383810,51.538576,On or near DANYGRAIG CRESCENT,W01001242,Rhondda Cynon Taf 030D,Investigation complete; no suspect identified
137488cc020dd4901181e52bb05416b16c8a8d8d8f258eb4287c48e3f830b981,2013-02,South Wales Police,South Wales Police,-3.239070,51.472719,On or near HEOL SOLVA,W01001704,Cardiff 041A,Investigation complete; no suspect identified
d8f8a992d6854b76b7b4a68a16570e19fb56a239007f81e24ae08df884a68f34,2013-02,South Wales Police,South Wales Police,-3.183751,51.463210,On or near EARL LANE,W01001762,Cardiff 046D,Investigation complete; no suspect identified
4fd42feffb4952d235ed657c4831db67bfc3489574796bddd793c2e163bef99c,2013-02,South Wales Police,South Wales Police,-3.138724,51.498545,On or near RHYMNEY RIVER BRIDGE ROAD,W01001825,Cardiff 029D,Investigation complete; no suspect identified
e9dc48c520437ce7b87fcc3c7c628730e1fa34b855ec0ee1e6d6a5d97a3b7c18,2013-02,South Wales Police,South Wales Police,-3.131431,51.487924,On or near BISLEY CLOSE,W01001875,Cardiff 037C,Investigation complete; no suspect identified
c77329a86149c03c27c766b25936006cb1e1f74bd37e1dd557462805e7314831,2013-02,South Wales Police,South Wales Police,-3.241433,51.525243,On or near LONGWOOD DRIVE,W01001895,Cardiff 010D,Investigation complete; no suspect identified
43c03a1e2768cce83c3a7aa9615c1abdf00279993a2d2cf3e2e5f886322cd54f,2013-02,South Wales Police,South Wales Police,-3.175509,51.483660,On or near Theatre/Concert Hall,W01001939,Cardiff 032F,Investigation complete; no suspect identified
2012c80b2126887705c232bb7c11b60c73452521d3d6684f1a6d92a53d5a0f49,2013-02,South Wales Police,South Wales Police,-3.940926,51.625172,On or near Police Station,W01001955,Swansea 025F,Investigation complete; no suspect identified
c60e6259d7c599adfbcce9c0a94a18a30ae369cec9fcecd0d0424da883a14add,2013-02,South Wales Police,South Wales Police,-4.015167,51.588203,On or near Gonhill,W01000882,Swansea 029D,Investigation complete; no suspect identified
204c7323b109ffa640ecce44635830ee87ef034b271b5e9fd501b404e6c42f7b,2013-02,South Wales Police,South Wales Police,-3.781215,51.593606,On or near STATION ROAD,W01000951,Neath Port Talbot 018C,Investigation complete; no suspect identified
20130dd674df21ed4f272e2e93552e1db79d2a052869ea78f5b93ce92f18253f,2013-02,South Wales Police,South Wales Police,-3.575965,51.510245,On or near GREEN STREET,W01001021,Bridgend 014A,Investigation complete; no suspect identified
bfe886ec12dcf9780bd07f164fe4885bc3c6d3ba7e342eb5f2028986e8e8a23e,2013-02,South Wales Police,South Wales Police,-3.276861,51.404963,On or near HAFREN ROAD,W01001066,The Vale of Glamorgan 015D,Investigation complete; no suspect identified
5047effaf23dca801bc57d520fd03172b91b854a2d654828060dcbbcb92ca904,2013-02,South Wales Police,South Wales Police,-3.402449,51.609643,On or near MORGAN TERRACE,W01001171,Rhondda Cynon Taf 017A,Investigation complete; no suspect identified
4ea422b676a3660d7bbf02eb5c19dce73f00fd778f25d32a48d5ae75340a9b5d,2013-02,South Wales Police,South Wales Police,-3.441043,51.535935,On or near DAVID PLACE,W01001189,Rhondda Cynon Taf 029C,Investigation complete; no suspect identified
cd7aed119135b585cb6ef93699db62c73e3a113aa05c55db0ecf6238fd53acad,2013-02,South Wales Police,South Wales Police,-3.143591,51.493849,On or near ROVER WAY,W01001697,Cardiff 036D,Investigation complete; no suspect identified
358a19fce9a7e01d4a6060fe255038bfdf0b1f82b78146086c91370b42579827,2013-02,South Wales Police,South Wales Police,-3.183110,51.470725,On or near BLAENCLYDACH STREET,W01001765,Cardiff 044B,Investigation complete; no suspect identified
9674ed1e84d1f37d71039ad1be96d682f6c67def9131fb88f5a0f79f6ba68ecd,2013-02,South Wales Police,South Wales Police,-3.165150,51.494760,On or near WELLFIELD PLACE,W01001831,Cardiff 030A,Investigation complete; no suspect identified
3f41d7093847a54e6db7084023b66c03e7261d553d296deb69e5914f8b759883,2013-02,South Wales Police,South Wales Police,-3.092596,51.527506,On or near OREGANO CLOSE,W01001877,Cardiff 011A,Investigation complete; no suspect identified
f870f3944ecd38dd2a5a5e953e43747623d2765582f09ff6056affaaef4f0418,2013-02,South Wales Police,South Wales Police,-3.940654,51.619817,On or near Nightclub,W01001955,Swansea 025F,Investigation complete; no suspect identified
b0385b95e76631fbbe441bb6dea1c7b852ef19c66f62f593e092c3f2a089b9a6,2013-02,South Wales Police,South Wales Police,-3.961789,51.616804,On or near BONVILLE TERRACE,W01000873,Swansea 026C,Investigation complete; no suspect identified
a32a8e3a0d3aa0ac2f38b0bce8a216bdcbb12beac399790d74acd63e128e3f3a,2013-02,South Wales Police,South Wales Police,-4.002743,51.580115,On or near NORTON ROAD,W01000880,Swansea 029B,Investigation complete; no suspect identified
813756659f1e4a65e18e61a860229ca45336c65f99a0ef12bf1efd3c0a3e5e24,2013-02,South Wales Police,South Wales Police,-3.663292,51.622844,On or near NANTYFFYLLON TERRACE,W01000994,Bridgend 001D,Investigation complete; no suspect identified
d41a28211ca9d3e1e818aeaeff8a2559d20931aafb748038956e0e653289f4ac,2013-02,South Wales Police,South Wales Police,-3.257793,51.412704,On or near ILMINSTER STREET,W01001069,The Vale of Glamorgan 012C,Investigation complete; no suspect identified
5f2a1d56f03374115b9ed7b9ab1fa149c4f9d032c6e6c283777309bda16bed12,2013-02,South Wales Police,South Wales Police,-3.481725,51.401957,On or near WHITEWELL DRIVE,W01001109,The Vale of Glamorgan 011C,Investigation complete; no suspect identified
d42822deb3f1210afacfcd3193f35eb403a2fe356c49bdb3a9e120fcda8dbdf3,2013-02,South Wales Police,South Wales Police,-3.447163,51.714520,On or near WEATHERAL STREET,W01001148,Rhondda Cynon Taf 002A,Investigation complete; no suspect identified
dc1b35c44f56c1e14d8bb025a35971d8f4f9bf8a7f267ece56e9e758a0ee3154,2013-02,South Wales Police,South Wales Police,-3.342783,51.687175,On or near THOMAS STREET,W01001302,Merthyr Tydfil 006B,Investigation complete; no suspect identified
dce25a15e62431cac7b3efca1766d5639410bdd8263246d131452b631e06403a,2013-02,South Wales Police,South Wales Police,-3.177283,51.493246,On or near BASIL PLACE,W01001724,Cardiff 032C,Investigation complete; no suspect identified
16eb908455f374753c18c5d8d051a37c3b436f4fe8145e70468391ef78d268c2,2013-02,South Wales Police,South Wales Police,-3.191419,51.473536,On or near SOMERSET STREET,W01001766,Cardiff 044C,Investigation complete; no suspect identified
7b87ad667f169aecdcc43848f75e1b4a7407f76a20b6e95c47638b74ff0e7251,2013-02,South Wales Police,South Wales Police,-3.202567,51.509273,On or near NANT Y FEDW,W01001775,Cardiff 021B,Investigation complete; no suspect identified
2b9db7cd6063f3665fb66e5c70203c1f6c75571ceb496838524385978fea8290,2013-02,South Wales Police,South Wales Police,-3.138897,51.523379,On or near Petrol Station,W01001811,Cardiff 009A,Investigation complete; no suspect identified
f1179f5e766e8173e65bfb5d03ed25d46be35ff02ec60d3ad34e3b0580f5c98c,2013-02,South Wales Police,South Wales Police,-3.178431,51.481895,On or near Shopping Area,W01001939,Cardiff 032F,Investigation complete; no suspect identified
5d725c5bf50d7c125d20db5396f2278723fd9e6a3b7d8dea251966c135d70585,2013-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
7121fd07277abab84df1cfabc82e3efb4b688c691da892335cc500aa775495a9,2013-02,South Wales Police,South Wales Police,-3.818000,51.596108,On or near SEA BREEZE,W01000964,Neath Port Talbot 016F,Investigation complete; no suspect identified
2280bdc3006c13973bdec931780a3da96a238b0af11cf12ce441f2f4213aa66b,2013-02,South Wales Police,South Wales Police,-3.701200,51.506534,On or near Petrol Station,W01001000,Bridgend 010B,Investigation complete; no suspect identified
01ee250851ead3fcb37f2622c4c1bf4e4913f22a61e72567558b61c1859ecc94,2013-02,South Wales Police,South Wales Police,-3.681703,51.523721,On or near VILLAGE FARM ROAD,W01001050,Bridgend 008D,Investigation complete; no suspect identified
7dc3b0b0027f42fa06a5712e9fb111e726f66a40de0a52b68b2d82ba5bdcf9ab,2013-02,South Wales Police,South Wales Police,-3.577502,51.483814,On or near WICK ROAD,W01001105,The Vale of Glamorgan 001A,Investigation complete; no suspect identified
8b10838615fd6e5fc9d2d9863b29fd5a38f2f4527795553f2ac42e273ee5ef87,2013-02,South Wales Police,South Wales Police,-3.427761,51.696882,On or near JUBILEE ROAD,W01001139,Rhondda Cynon Taf 005C,Investigation complete; no suspect identified
adebe0a593a3d5a990eb4b4fcae784764da97ab2083073200312a7de748aed47,2013-02,South Wales Police,South Wales Police,-3.348921,51.598239,On or near BETHEL STREET,W01001236,Rhondda Cynon Taf 021G,Investigation complete; no suspect identified
c5045fa55f09302a108f6f22cca4a785535623330f3bbe85d61c749cad3ccd2c,2013-02,South Wales Police,South Wales Police,-3.189751,51.501851,On or near Supermarket,W01001755,Cardiff 025A,Investigation complete; no suspect identified
cae0f09a5c81dfb51e42bb6ce1aa84b776de0535c56a770c1b51fcec6d546943,2013-02,South Wales Police,South Wales Police,-3.144885,51.529956,On or near MARLE CLOSE,W01001816,Cardiff 009B,Investigation complete; no suspect identified
48ab2a64009fefb44fd7ade87e90ef1657d002ef7afa41cd5088dc69a43d1235,2013-02,South Wales Police,South Wales Police,-3.197339,51.481317,On or near ANN STREET,W01001861,Cardiff 034D,Investigation complete; no suspect identified
81b035d80c458dbd7e6a1285432043fecf58ecff4b00abea36c04b6783749bac,2013-02,South Wales Police,South Wales Police,-3.226405,51.513720,On or near CAMBOURNE AVENUE,W01001887,Cardiff 020A,Investigation complete; no suspect identified
d13bbf333ec193fc0e3ad5811dbe911a9cc173b700d587301ae68daa3015c66d,2013-02,South Wales Police,South Wales Police,-3.141865,51.470900,On or near COASTER PLACE,W01001940,Cardiff 048A,Investigation complete; no suspect identified
bf4fdff3ec8fa431aff53a34c4d19f57ca98610a9ea546550c94d48a0e832868,2013-02,South Wales Police,South Wales Police,-3.940960,51.618868,On or near Parking Area,W01001955,Swansea 025F,Investigation complete; no suspect identified
a8c403deee31708ee90f334ca7b85b22114ec2f57ed164a2f79ec79b3705bbf2,2013-02,South Wales Police,South Wales Police,-3.818707,51.635826,On or near VERNON STREET,W01000895,Neath Port Talbot 013B,Investigation complete; no suspect identified
3a98d485707be4bccb8499f2a757acf3dc12d52a21b506d8ba04c81cb6bc9670,2013-02,South Wales Police,South Wales Police,-3.770464,51.593364,On or near GWAR-Y-CAEAU,W01000949,Neath Port Talbot 018A,Investigation complete; no suspect identified
dfea811774766e71b9255cfa8178561c9c63b9dc42a9bff86f3d6909349b891f,2013-02,South Wales Police,South Wales Police,-3.816391,51.599928,On or near SOUTHCROSS ROAD,W01000962,Neath Port Talbot 016D,Investigation complete; no suspect identified
2beab47717a890f195f2f0a6261d917c1e8600d0e4a983944db3bf7491edec88,2013-02,South Wales Police,South Wales Police,-3.267198,51.412711,On or near CORNWALL ROAD,W01001096,The Vale of Glamorgan 007E,Investigation complete; no suspect identified
4aaa4faa905301639742facb6767f4274cb5e393f72e83f5fcb2054615674ee2,2013-02,South Wales Police,South Wales Police,-3.368711,51.538016,On or near GREENLANDS ROAD,W01001193,Rhondda Cynon Taf 030A,Investigation complete; no suspect identified
086404e026fe4240e5c54209a0596156e522b0f39075e4831f960687c8ebc4b4,2013-02,South Wales Police,South Wales Police,-3.341053,51.605109,On or near Parking Area,W01001228,Rhondda Cynon Taf 021D,Investigation complete; no suspect identified
359a8594c4a4bf4919577ab87bdb2fcd2f76d25464fe6fdb67a6bc658bd06f7b,2013-02,South Wales Police,South Wales Police,-3.299836,51.660054,On or near CLAREMONT DRIVE,W01001319,Merthyr Tydfil 007B,Investigation complete; no suspect identified
f810f58dc36525d2e0cbf0ab9656c79738cab09c4143081f7219150e4b8132e0,2013-02,South Wales Police,South Wales Police,-3.185350,51.502714,On or near INGLEFIELD AVENUE,W01001758,Cardiff 025D,Investigation complete; no suspect identified
03b5a2bd9f8e0da09a8f4cb6f36a2f14a967203241b9539b3cbc1f414a6dd2e7,2013-02,South Wales Police,South Wales Police,-3.153251,51.477632,On or near MOORHEAD CLOSE,W01001873,Cardiff 038C,Investigation complete; no suspect identified
104d4b2363d1a1a041355acaa581f96e142494ede26fd8efd37f12d4ef4e16b7,2013-02,South Wales Police,South Wales Police,-3.174054,51.482497,On or near Queen Street,W01001939,Cardiff 032F,Investigation complete; no suspect identified
d4244314d8da0ca6c6f27302b2382ffb8d7932ff7e83bea7601d577c332c10bd,2013-02,South Wales Police,South Wales Police,-3.166066,51.464071,On or near NEW GEORGE STREET,W01001942,Cardiff 049B,Investigation complete; no suspect identified
a5e9690f2ec621742f472ceb06d21ca5fd8c0cc3c59691e78b063b650b566e84,2013-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
95cb027ac7fb8c74d087fdd7dabee564f91dadad60e5016088df8341b7cd9b8d,2013-02,South Wales Police,South Wales Police,-4.003333,51.574179,On or near QUEEN'S ROAD,W01000827,Swansea 031E,Investigation complete; no suspect identified
11e4e3fc7f425505690c63c0c810de0be9a71da3a680a0df156d5e1c0a15e6c6,2013-02,South Wales Police,South Wales Police,-3.818223,51.638180,On or near MIDDLETON STREET,W01000895,Neath Port Talbot 013B,Investigation complete; no suspect identified
99da5b95e7f20cff40fca2372ef24186841432c35149ae68a8a5edb136650226,2013-02,South Wales Police,South Wales Police,-3.853611,51.719528,On or near WORKS ROAD,W01000948,Neath Port Talbot 004D,Investigation complete; no suspect identified
37993cbeb87983d07c4c06c85db897435f776cc9ea914e12fc93e1aaec36334c,2013-02,South Wales Police,South Wales Police,-3.776426,51.590397,On or near DEVONSHIRE PLACE,W01000951,Neath Port Talbot 018C,Investigation complete; no suspect identified
f4f66114919555ce67b36f8ac6dc76a9115e1a4529cec346c50b4c9da3e48e39,2013-02,South Wales Police,South Wales Police,-3.698994,51.521997,On or near PLAS MORLAIS,W01001002,Bridgend 010D,Investigation complete; no suspect identified
63e52447248497def5336b50bc733cfa2baf36a7135675b996d3578ebb3ed029,2013-02,South Wales Police,South Wales Police,-3.290283,51.662722,On or near NANT GWYN,W01001290,Merthyr Tydfil 007A,Investigation complete; no suspect identified
9c25e70647896f3dc942da62930d7f4cd55fb6e1563fe35691a0fc1b85a12072,2013-02,South Wales Police,South Wales Police,-3.210799,51.484937,On or near PURBECK STREET,W01001717,Cardiff 035D,Investigation complete; no suspect identified
5221e116bc45ed37063c8b45fecb45f6eac51ef390a87e0d63ca73f4a12c7285,2013-02,South Wales Police,South Wales Police,-3.254688,51.478352,On or near MOORE ROAD,W01001741,Cardiff 039E,Investigation complete; no suspect identified
d3f5e57abf9806ea72720cf0ce277e32c7d2704a6c0b552891ede166a68e14a6,2013-02,South Wales Police,South Wales Police,-3.176976,51.482989,On or near GREYFRIARS PLACE,W01001939,Cardiff 032F,Investigation complete; no suspect identified
13c4069efc70b4cfdfe1280a79ca264707ce15e1828bd420fb1c0e834d718d23,2013-02,South Wales Police,South Wales Police,-3.229767,51.505817,On or near BELLE VUE CRESCENT,W01001789,Cardiff 023E,Investigation complete; no suspect identified
4cfe55dd581e914ce91f5694d817ee3cfd664c1ffc11ba3e0ae43abb92057411,2013-02,South Wales Police,South Wales Police,-3.195084,51.485953,On or near CATHEDRAL ROAD,W01001861,Cardiff 034D,Investigation complete; no suspect identified
5cae0b278641daf0a34f864e08291cbbb56facfccc34029538ff5b9b20cf5da3,2013-02,South Wales Police,South Wales Police,-3.943332,51.618244,On or near Shopping Area,W01001955,Swansea 025F,Investigation complete; no suspect identified
e81eb8aea0f8aea3d67919920fdddc173a2a28126fb29430e3faf4b92a81ce17,2013-02,South Wales Police,South Wales Police,-3.933858,51.617286,On or near Parking Area,W01001958,Swansea 025H,Investigation complete; no suspect identified
719597901ec75f3cc76b3d383838363a89b8f444b54405bd1b2321b019e84f7c,2013-02,South Wales Police,South Wales Police,-3.916598,51.664275,On or near Supermarket,W01000794,Swansea 010A,Investigation complete; no suspect identified
99f003ff8f2942898af2b2a43d8f63068cc7d9d49574eb80ce820d6eaa4f9201,2013-02,South Wales Police,South Wales Police,-3.978934,51.625410,On or near LON GER-Y-COED,W01000868,Swansea 024B,Investigation complete; no suspect identified
2ca82518e8d001cfa23d2be5084358da77534750e268adc7bed3a481dfe47e05,2013-02,South Wales Police,South Wales Police,-3.256476,51.414490,On or near ABINGDON STREET,W01001069,The Vale of Glamorgan 012C,Investigation complete; no suspect identified
e8db589e1199279a0a7c1f06bdb95cfb8afdef50a61f938966fea1990375d87b,2013-02,South Wales Police,South Wales Police,-3.429923,51.694329,On or near GODREAMAN STREET,W01001139,Rhondda Cynon Taf 005C,Investigation complete; no suspect identified
9cf7f399f69cfc33b725e786b3073fd89009729dea12055387c80603ef2f8d78,2013-02,South Wales Police,South Wales Police,-3.208634,51.497279,On or near Pedestrian Subway,W01001756,Cardiff 025B,Investigation complete; no suspect identified
4e4b47448856e0327ad3a69a89acaa8cf85d52fa857c6273b61d42917875c998,2013-02,South Wales Police,South Wales Police,-3.148124,51.517174,On or near COED-Y-GORES,W01001810,Cardiff 017B,Investigation complete; no suspect identified
ce2693955996bca347c8530e8b4da59ced2ef028a860521179f260c225305012,2013-02,South Wales Police,South Wales Police,-3.166222,51.485992,On or near Further/Higher Educational Building,W01001835,Cardiff 033F,Investigation complete; no suspect identified
b5a2a106e86f6e18c3d9170fcbb06f37377c1af1a7e1d6dc789fc0956d680448,2013-02,South Wales Police,South Wales Police,-3.127886,51.504782,On or near WENTLOOG ROAD,W01001863,Cardiff 022A,Investigation complete; no suspect identified
7b36fd04ac6d60dd8ce6b1d7917101bfce205b15ea31f2966a51e899669d7785,2013-02,South Wales Police,South Wales Police,-3.168696,51.475698,On or near BRIGANTINE PLACE,W01001951,Cardiff 049E,Investigation complete; no suspect identified
e526a736d48348ad351cb07d90b4f0e28c20baae67ad4a6b1896a84358e9779d,2013-02,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
7c79400c2958e6d2c9ef9d6d331cd6768df24b2f929584757c6cbaa562e5572c,2013-02,South Wales Police,South Wales Police,-3.716305,51.615040,On or near CHAPEL TERRACE,W01000898,Neath Port Talbot 014A,Investigation complete; no suspect identified
dd57869b7684803ace01125bc3db8f7032b9b27daf9ea332ba67a845e35160de,2013-02,South Wales Police,South Wales Police,-3.782588,51.594026,On or near Parking Area,W01000951,Neath Port Talbot 018C,Investigation complete; no suspect identified
f751f3b8976a62c56d9b12cb1000ace010d4921ac0da1b30f1ec2cf06e723286,2013-02,South Wales Police,South Wales Police,-3.571888,51.552131,On or near ABERGARW ROAD,W01000986,Bridgend 007A,Investigation complete; no suspect identified
038101e76e8bb0025f4526441e16cea372be5d2d09daaa06b9f39e995c173832,2013-02,South Wales Police,South Wales Police,-3.250079,51.420367,On or near BROOKFIELD AVENUE,W01001072,The Vale of Glamorgan 009E,Investigation complete; no suspect identified
3cc0dbb7c596c30412e6a15e2c5aae3b4e40ec813be81c90166e4722f3c4ab70,2013-02,South Wales Police,South Wales Police,-3.335729,51.609216,On or near PARADE,W01001256,Rhondda Cynon Taf 019C,Investigation complete; no suspect identified
fa12808df9272f43b0cafaf21f3ec524792fafbe9c4facd82cc3e777570ddec9,2013-02,South Wales Police,South Wales Police,-3.354292,51.771250,On or near CAERACCA VILLAS,W01001295,Merthyr Tydfil 002A,Investigation complete; no suspect identified
c2afef5d35365931b1218ee5771b724ba00b4c7156951d4786a28ddf03205e41,2013-02,South Wales Police,South Wales Police,-3.262419,51.470977,On or near HAIG PLACE,W01001744,Cardiff 043C,Investigation complete; no suspect identified
ab3635109dcae7ea44862b9c0945e35e9116392468b6412e47852cfa203622d1,2013-02,South Wales Police,South Wales Police,-3.193634,51.465736,On or near Further/Higher Educational Building,W01001759,Cardiff 046A,Investigation complete; no suspect identified
e445ebef0c6eb223a537ee2e939fe21766a3b1d613ba4d397c6f27cf0ff7adbe,2013-02,South Wales Police,South Wales Police,-3.118603,51.519321,On or near MOUNT PLEASANT AVENUE,W01001803,Cardiff 015A,Investigation complete; no suspect identified
523990a5d051d481970297d4e19f0b465e388623275b9781e2b5826b052de9d9,2013-02,South Wales Police,South Wales Police,-3.138103,51.530265,On or near Supermarket,W01001844,Cardiff 003D,Investigation complete; no suspect identified
59ed87692c4c8d0396b1d7ac254ac61a2883debeeadc29bc0bf19cee84dbe6f7,2013-02,South Wales Police,South Wales Police,-3.319300,51.563552,On or near WESTON COURT,W01001915,Rhondda Cynon Taf 027F,Investigation complete; no suspect identified
9fb5266bf77b6506063da8d750bc6a5ada94f467331e198ce9abe29d6c8d01c7,2013-02,South Wales Police,South Wales Police,-3.141865,51.470900,On or near COASTER PLACE,W01001940,Cardiff 048A,Investigation complete; no suspect identified
5827696985efba6f382ec946e3a7c23e6d0aff19bdb0059161d0d881126e0182,2013-02,South Wales Police,South Wales Police,-3.935640,51.684915,On or near Morriston Hospital,W01000816,Swansea 003F,Suspect charged
546827ee27f474eb76e21398837a53ba0c26f0cb56339d52ffec8a8c85d1d533,2013-02,South Wales Police,South Wales Police,-3.824698,51.639986,On or near GLANYMOR STREET,W01000896,Neath Port Talbot 013C,Suspect charged
79d4a0a08d066db20529d41135fb67f542e4b2823b55959a9d7049f8d0eb0d95,2013-02,South Wales Police,South Wales Police,-3.600338,51.509978,On or near HEOL-Y-FRENHINES,W01000990,Bridgend 017B,Suspect charged
c23378ba6ad35192a5599693d94f923e86ac8dedfd4e95e62f5ae7a4a0e63748,2013-02,South Wales Police,South Wales Police,-3.253792,51.416767,On or near COLDBROOK ROAD WEST,W01001072,The Vale of Glamorgan 009E,Suspect charged
0d65edc4384f5b7d2c0e0b15b495501375d17c3e05b53c45123a75b40fd29330,2013-02,South Wales Police,South Wales Police,-3.401621,51.682585,On or near FOREST VIEW,W01001207,Rhondda Cynon Taf 006D,Suspect charged
9f1eb25e6f537fbb46f2b8974b2b06ae9c64045f1ce1bcf8039e888dcdc571b2,2013-02,South Wales Police,South Wales Police,-3.379551,51.535065,On or near ASH WALK,W01001243,Rhondda Cynon Taf 030E,Suspect charged
