Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
024f11979247d94a0f4c684a53e76e0bcc47061853753a80dd8317948642d974,2013-10,South Wales Police,South Wales Police,-3.138897,51.523379,On or near Petrol Station,W01001811,Cardiff 009A,Investigation complete; no suspect identified
f3b7344a578feee5018cb3a1dfe01a6d79c7155da9bc937599b58dabe8303e33,2013-10,South Wales Police,South Wales Police,-3.146735,51.515210,On or near BRYN-Y-NANT,W01001810,Cardiff 017B,Investigation complete; no suspect identified
c5c20a24a34b08180b7fdf078c96691b5160d19b1dabe100b36aea34a7d410c9,2013-10,South Wales Police,South Wales Police,-3.494545,51.656244,On or near ASH GROVE,W01001216,Rhondda Cynon Taf 011D,Investigation complete; no suspect identified
ed6163e6e338a1e8e5baa33abf46e28820a772eb4a9f0eb78e3cba97b4a20f28,2013-10,South Wales Police,South Wales Police,-3.176377,51.477069,On or near Nightclub,W01001941,Cardiff 032G,Investigation complete; no suspect identified
5ae1419e73f561ce5fc3f1b4d9d40e0ffe5f07714dea23bad7c52b86e66f6faa,2013-10,South Wales Police,South Wales Police,-3.166283,51.481046,On or near WINDSOR ROAD,W01001695,Cardiff 036B,Investigation complete; no suspect identified
da6b63d0c78427c82d25b908d099ba4c41c8575a260cd4a35ff46da9ad8fcfa1,2013-10,South Wales Police,South Wales Police,-3.156462,51.510654,On or near AEL-Y-BRYN,W01001814,Cardiff 017E,Investigation complete; no suspect identified
fc819bef7c85e3b30600ec5aefebf9a36baa92b3e52d6a3745b0edd2a506d2a9,2013-10,South Wales Police,South Wales Police,-3.795507,51.779266,On or near RHIWFAWR ROAD,W01001900,Neath Port Talbot 020G,Investigation complete; no suspect identified
0b97313ef7a24c4397dd9c760f8b440c6c17aae92520f5e953b0ab4a9bb188b1,2013-10,South Wales Police,South Wales Police,-3.447784,51.713560,On or near HIGH STREET,W01001148,Rhondda Cynon Taf 002A,Investigation complete; no suspect identified
5d90b7dd554f277a0c01191b710283cd2cbee6b54847989842dda44cb8d52f43,2013-10,South Wales Police,South Wales Police,-3.255981,51.483473,On or near LLEWELLYN AVENUE,W01001738,Cardiff 039B,Investigation complete; no suspect identified
4dc496d1455e5e720b047854989f2c1e9223515f7a8403a40985af58543826e7,2013-10,South Wales Police,South Wales Police,-3.472382,51.718640,On or near PEN-Y-FRO,W01001156,Rhondda Cynon Taf 003E,Investigation complete; no suspect identified
7610b7780e2d3c5ee7240028039f2ad3b3e80d4191f5f86409a2e3fde1256de8,2013-10,South Wales Police,South Wales Police,-3.206081,51.498267,On or near Supermarket,W01001756,Cardiff 025B,Investigation complete; no suspect identified
66aed52f0f5f94d18f2c31817b890956da6de257937c602279a188c4d62e8203,2013-10,South Wales Police,South Wales Police,-3.187614,51.402979,On or near Parking Area,W01001134,The Vale of Glamorgan 008F,Investigation complete; no suspect identified
9d07afef2c88d0edf7464a62cb06cdae05a060d2de1b03ef76e4aa1b44a688e7,2013-10,South Wales Police,South Wales Police,-3.682673,51.528932,On or near ALBION PLACE,W01001050,Bridgend 008D,Investigation complete; no suspect identified
aba9c2f5d1b69fafc5f9c0db8a27ebb7395f179949948cedf540dbd11fdf3eb0,2013-10,South Wales Police,South Wales Police,-4.134847,51.637209,On or near SALTHOUSE CLOSE,W01000828,Swansea 018B,Investigation complete; no suspect identified
974f22ec72defa2b3858703e520c4566d252b9c6740bd9ed3e324f87605a6a00,2013-10,South Wales Police,South Wales Police,-3.789560,51.649420,On or near BWLCH ROAD,W01000943,Neath Port Talbot 012D,Investigation complete; no suspect identified
b54ce021efb6a81017bd11758637fe2545e0f8009f37a0a23cce593bcc47fc46,2013-10,South Wales Police,South Wales Police,-3.214377,51.491150,On or near HOWELL'S CRESCENT,W01001781,Cardiff 026C,Investigation complete; no suspect identified
27389128a3729b366c72313849dc0d94d6706ec7ace26b812a6313312ff7d1f9,2013-10,South Wales Police,South Wales Police,-3.265557,51.405886,On or near LLANTWIT STREET,W01001910,The Vale of Glamorgan 012G,Investigation complete; no suspect identified
286d8a2460652da1330e6c09276cdd600337e3bcfcf9ff0ecc647a981f96336e,2013-10,South Wales Police,South Wales Police,-3.460973,51.643548,On or near Parking Area,W01001285,Rhondda Cynon Taf 014D,Investigation complete; no suspect identified
03e2394448990d1e1d196940b95bca06863bb93d36cdd6883329c922100a1696,2013-10,South Wales Police,South Wales Police,-3.939936,51.634811,On or near GRAHAM STREET,W01000790,Swansea 016F,Investigation complete; no suspect identified
b153be05a8141e64326f750f93d99c1cbe2fe07b656b96259d14edf2e0d3e0bd,2013-10,South Wales Police,South Wales Police,-3.183565,51.493299,On or near MERTHYR STREET,W01001722,Cardiff 028D,Investigation complete; no suspect identified
066132de47de1fae17de99bfa44087278aff8c34694a4e4aefffb3fabfe7b079,2013-10,South Wales Police,South Wales Police,-3.198076,51.499006,On or near BEVAN PLACE,W01001756,Cardiff 025B,Investigation complete; no suspect identified
690c53308d954055f256bc6816dd9e818c8690bf101dd1b157e95ca85e4e811b,2013-10,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
8947cbdff654e403a4556281d1168d34d518ab9c6df4bcc592da2e0411aa68d7,2013-10,South Wales Police,South Wales Police,-3.352562,51.772538,On or near EDWARD STREET,W01001296,Merthyr Tydfil 002B,Investigation complete; no suspect identified
26e89cf62fe3429efebaaf459ace9a6afa0055236a70ababd8c7c8de97e5b307,2013-10,South Wales Police,South Wales Police,-4.211871,51.544703,On or near Parking Area,W01000775,Swansea 030A,Investigation complete; no suspect identified
10cb2166c08262fc07995af4b7f561f5a188503f4c2ebb1af6f9579ef9977f7f,2013-10,South Wales Police,South Wales Police,-3.176026,51.480220,On or near Shopping Area,W01001941,Cardiff 032G,Investigation complete; no suspect identified
9d5a82434db635ffed021e62cd3029bb96efb7f8bd844863dcfea6b6520716f6,2013-10,South Wales Police,South Wales Police,-3.967453,51.616862,On or near GWYDR CRESCENT,W01000874,Swansea 024F,Investigation complete; no suspect identified
74e37bbe2a957da12a71a40a863da4a5bd8f4aa4d0ca4fea1758a4133099a1c9,2013-10,South Wales Police,South Wales Police,-3.448661,51.634070,On or near PARTRIDGE ROAD,W01001201,Rhondda Cynon Taf 014B,Investigation complete; no suspect identified
eb4a19673051d7e1486f72aaf4d59fd1b2dadfe249e65b05ff44cbe56235c465,2013-10,South Wales Police,South Wales Police,-3.937037,51.619347,On or near BATH LANE,W01001958,Swansea 025H,Investigation complete; no suspect identified
2ddcc4732d5bc72424cdb370dc3b1b0234812dba06262b735eefc52d4de1ff53,2013-10,South Wales Police,South Wales Police,-3.289691,51.660202,On or near B4254,W01001290,Merthyr Tydfil 007A,Investigation complete; no suspect identified
aca8ddf85b27bbad57a7e2db3d37b9014232392befa561df07415d3de74f3b09,2013-10,South Wales Police,South Wales Police,-3.480116,51.406006,On or near ILLTYD AVENUE,W01001109,The Vale of Glamorgan 011C,Investigation complete; no suspect identified
266a1099109549cae687a0b9a6fdea3ce160ad660152ee3366ef189127740f69,2013-10,South Wales Police,South Wales Police,-3.168533,51.497496,On or near PEN-Y-WAIN PLACE,W01001838,Cardiff 030D,Investigation complete; no suspect identified
8c79cc6168cb93fd7b6bccf550db156ba38f03ab34330c2adc925cd765749bd6,2013-10,South Wales Police,South Wales Police,-3.355569,51.771317,On or near QUEEN STREET,W01001296,Merthyr Tydfil 002B,Investigation complete; no suspect identified
a3975c4adba169b1a4318c2a54ca3b64372d9e59bb3f58ab69c80720f8585bdb,2013-10,South Wales Police,South Wales Police,-3.140151,51.532044,On or near PIPKIN CLOSE,W01001844,Cardiff 003D,Investigation complete; no suspect identified
a8a0781bd7901a3299d07c2f9e3c84711deef434b8d32fdc322d2ad22005a995,2013-10,South Wales Police,South Wales Police,-3.371399,51.534882,On or near BURGESSE CRESCENT,W01001194,Rhondda Cynon Taf 030B,Investigation complete; no suspect identified
b5d4ffad38120af52a3aa4745f286b0698e5ba81c48a5e50616ab262e2bcf5d8,2013-10,South Wales Police,South Wales Police,-3.373515,51.536197,On or near DESPENSER AVENUE,W01001193,Rhondda Cynon Taf 030A,Investigation complete; no suspect identified
23c0af1baaad44772bf0abce8b71f4486159b26d3ea5d52f24238524c1a1324e,2013-10,South Wales Police,South Wales Police,-3.940654,51.619817,On or near Nightclub,W01001955,Swansea 025F,Investigation complete; no suspect identified
e378234eac3aa204126e81a827eceb0d5f3a46e8f3ad8b040e48a5f70fa7a851,2013-10,South Wales Police,South Wales Police,-3.955110,51.645916,On or near PENDERRY ROAD,W01000833,Swansea 011C,Investigation complete; no suspect identified
92493260fdb3ad491c2f898ab29623daed87945076f5263ad1d9e623aba61d2e,2013-10,South Wales Police,South Wales Police,-3.574216,51.502139,On or near SOUTH PLACE,W01001035,Bridgend 014E,Investigation complete; no suspect identified
b3cffb829bf172d167c356e11a1a87ff43d2419cf9fc1b0cb4a205f560195225,2013-10,South Wales Police,South Wales Police,-3.377632,51.742395,On or near Parking Area,W01001315,Merthyr Tydfil 004D,Investigation complete; no suspect identified
06f6dead5e0dee71810de383edac8a6e2fa11ca2a3d313aa33674f7308d9aa14,2013-10,South Wales Police,South Wales Police,-3.206081,51.498267,On or near Supermarket,W01001756,Cardiff 025B,Investigation complete; no suspect identified
f48352fcf519b78fb16a44dc046f93a7da5c55725b1bf3e9f2db2acdfd4a03bc,2013-10,South Wales Police,South Wales Police,-3.228572,51.506945,On or near Supermarket,W01001789,Cardiff 023E,Investigation complete; no suspect identified
52d7c24ea3d09ddbbff712815ad717666572417adfe6cfabbed811ee918235c4,2013-10,South Wales Police,South Wales Police,-3.701067,51.481304,On or near STATION CLOSE,W01001045,Bridgend 019D,Investigation complete; no suspect identified
415b47327237a575bc7e0a41d1775c94d688e6d53e1e4cccf3e90fa3317ae2ab,2013-10,South Wales Police,South Wales Police,-3.195332,51.515255,On or near ST TANWG ROAD,W01001774,Cardiff 018D,Investigation complete; no suspect identified
156c2424cea0b21a8e7242528bf7bc8510e37dede4a0edfa31f20933de4de432,2013-10,South Wales Police,South Wales Police,-3.255872,51.408696,On or near HILL STREET,W01001073,The Vale of Glamorgan 015E,Investigation complete; no suspect identified
4df3644c2de5d197332905bb466e2c772f6f60b6e9cbe8a6325aef5879cdc925,2013-10,South Wales Police,South Wales Police,-3.190381,51.486225,On or near Sports/Recreation Area,W01001861,Cardiff 034D,Investigation complete; no suspect identified
21e6a82f214a1c3c522bc5781183fde6835993dbf2ca0e880bb8f05feae016a9,2013-10,South Wales Police,South Wales Police,-4.092323,51.643353,On or near GLAN Y LLI,W01000829,Swansea 018C,Investigation complete; no suspect identified
1461fe338369c0433168b3fbb08b852db42bbe3b6e652a832d76b9f87528e8e2,2013-10,South Wales Police,South Wales Police,-3.259580,51.495951,On or near TREETOPS CLOSE,W01001749,Cardiff 027C,Investigation complete; no suspect identified
b1252d621be7aaa7320753bc8f3268da7a41e3da1c0686eb4d7a10d166692044,2013-10,South Wales Police,South Wales Police,-3.261505,51.411702,On or near COMMERCIAL ROAD,W01001080,The Vale of Glamorgan 012F,Investigation complete; no suspect identified
8b077119e22d6a94870bb044e05a9646c1ad5d45b72472342d3efb2fe627f34f,2013-10,South Wales Police,South Wales Police,-3.250626,51.469359,On or near HEOL POYSTON,W01001705,Cardiff 045C,Investigation complete; no suspect identified
9b75c8725f0aab1ea63a43583db2b1ae162f30de382e586d1dffe26b360e198b,2013-10,South Wales Police,South Wales Police,-3.415478,51.587465,On or near EVERGREEN COURT,W01001251,Rhondda Cynon Taf 024C,Investigation complete; no suspect identified
635113c2894766dc9927682a8cb506ae6b1efd4852f2dd846b56d099c2f7d39e,2013-10,South Wales Police,South Wales Police,-3.938382,51.646823,On or near MILLBROOK STREET,W01000788,Swansea 016D,Investigation complete; no suspect identified
601f860b345683dfb366b6360ee76835e4f97595c0538f4843092ce70c45f2ba,2013-10,South Wales Police,South Wales Police,-3.969923,51.646190,On or near Supermarket,W01000835,Swansea 013E,Investigation complete; no suspect identified
23d1f93603bfb4b8aa8931ae594f9c4767663db20bfbb818fc6dc4aea81a8372,2013-10,South Wales Police,South Wales Police,-3.447416,51.635362,On or near WILLIAMS STREET,W01001201,Rhondda Cynon Taf 014B,Investigation complete; no suspect identified
e409f0012537ade5cf916494aba96d36279b72248f594e917b9d8e03781c981f,2013-10,South Wales Police,South Wales Police,-3.998840,51.648336,On or near DENVER ROAD,W01000760,Swansea 013A,Investigation complete; no suspect identified
538af45b7955d568fea20e5b8880c762e3e1dca287de9d72cbce5059abcf1100,2013-10,South Wales Police,South Wales Police,-3.379551,51.535065,On or near ASH WALK,W01001243,Rhondda Cynon Taf 030E,Investigation complete; no suspect identified
288fa91f30d6c888540edb45d1ddfd87957e64c7b4e4b616ba6e570b9c28b909,2013-10,South Wales Police,South Wales Police,-3.809012,51.654005,On or near EXCHANGE ROAD,W01000934,Neath Port Talbot 008A,Investigation complete; no suspect identified
96d315dc7e07675651f6bbb5d847cbcf0678e1a1a35eee1fadbcab0a9a8030f6,2013-10,South Wales Police,South Wales Police,-3.987238,51.645826,On or near LLWYN BEDW,W01000760,Swansea 013A,Investigation complete; no suspect identified
31562d4e35029549d0667e124e4506b0a2b09ed9624fb841dc9ae547915859bd,2013-10,South Wales Police,South Wales Police,-3.976979,51.640928,On or near CARMARTHEN ROAD,W01000757,Swansea 017C,Investigation complete; no suspect identified
493552edc7a56fb18867c8859e6d4185bd27b12f6de2a7923a7f026a3c164425,2013-10,South Wales Police,South Wales Police,-3.857315,51.728651,On or near DERWEN DEG,W01000947,Neath Port Talbot 004C,Investigation complete; no suspect identified
6c1d9ca8870db76429dff87499e837c6cf99365913e0b3a7612b4fa6f71761dd,2013-10,South Wales Police,South Wales Police,-3.110139,51.517405,On or near ABERGELE ROAD,W01001883,Cardiff 016C,Investigation complete; no suspect identified
0653ccfa95be037d4248b0c6e6895091d73a7a0043e6602e98939cd2dc847985,2013-10,South Wales Police,South Wales Police,-3.280572,51.419444,On or near HINCHSLIFF AVENUE,W01001092,The Vale of Glamorgan 007B,Investigation complete; no suspect identified
4bee4fa984cafe6aad43f7e860cb2750267bddc091b3f41e4ac1b9b1e5152d63,2013-10,South Wales Police,South Wales Police,-3.224502,51.500774,On or near GABALFA ROAD,W01001786,Cardiff 023B,Investigation complete; no suspect identified
341937b2457b1272ab74cdfcd2e067ffe0312d79cfee34d7bafa9ed2f80588e1,2013-10,South Wales Police,South Wales Police,-3.535089,51.571295,On or near GRAIG TERRACE,W01000977,Bridgend 003B,Investigation complete; no suspect identified
1d5ac2ceec3f019b8d7cc450dff1887ac1b8b7deff9497c67c5ce642cfffda83,2013-10,South Wales Police,South Wales Police,-3.490063,51.653145,On or near LLEWELLYN STREET,W01001215,Rhondda Cynon Taf 011C,Investigation complete; no suspect identified
57036d13d7b2a1281c5b947374a9d25167e2438c9246adedb43a401efe4fa81f,2013-10,South Wales Police,South Wales Police,-3.237745,51.523204,On or near WHITWORTH SQUARE,W01001895,Cardiff 010D,Investigation complete; no suspect identified
69c667876b338b7e42e7c56b004ebb6262adef4b08f24c9c7b80b0fd02a132a5,2013-10,South Wales Police,South Wales Police,-3.121796,51.517879,On or near BIDEFORD ROAD,W01001803,Cardiff 015A,Investigation complete; no suspect identified
31f6e087538a159af3e55d1528a5c4dafafafbbf3ccb4c90685282a928c63b25,2013-10,South Wales Police,South Wales Police,-3.202610,51.481883,On or near Supermarket,W01001713,Cardiff 040E,Investigation complete; no suspect identified
6f40299ed71b09bbf4378889c9bc19d7a6c050796e0c63d40b24a5a1a0a63f82,2013-10,South Wales Police,South Wales Police,-3.377283,51.743792,On or near Parking Area,W01001315,Merthyr Tydfil 004D,Investigation complete; no suspect identified
e7aea7c8c9ccf87b5755691525c76cd9017f24ea6927524752615ece1e033b1d,2013-10,South Wales Police,South Wales Police,-3.644788,51.599725,On or near OAKWOOD,W01001020,Bridgend 002E,Investigation complete; no suspect identified
9170a70452f5e95f497c4187a683278eaeef8123e6016b907390a4eff0e938bf,2013-10,South Wales Police,South Wales Police,-3.809997,51.598534,On or near MORRISON ROAD,W01000958,Neath Port Talbot 016B,Investigation complete; no suspect identified
4654b9685306c6fa54ff60c63bbd20ac1cf08787b53c1d12b432235babf3167a,2013-10,South Wales Police,South Wales Police,-3.138103,51.530265,On or near Supermarket,W01001844,Cardiff 003D,Investigation complete; no suspect identified
c0eef418387f6c1835cd8b80bf9d2d5740398d4c0681a456f68f3cc6d3274488,2013-10,South Wales Police,South Wales Police,-3.509187,51.737928,On or near Supermarket,W01001186,Rhondda Cynon Taf 001A,Investigation complete; no suspect identified
0489deb70cf1ed76e7bf7802b53d0b6cd464948e2480e91360ea092ff9749c1d,2013-10,South Wales Police,South Wales Police,-3.214004,51.477657,On or near FLINDO CRESCENT,W01001709,Cardiff 040A,Investigation complete; no suspect identified
7693e198d376a370f921c26f68d98e38e163016d7e54df1f9fde7456d8c82735,2013-10,South Wales Police,South Wales Police,-3.330052,51.566146,On or near LISTER CLOSE,W01001916,Rhondda Cynon Taf 027G,Investigation complete; no suspect identified
5625010b25a521677df73a63dbf62e3551d6bfd73e31d2649f62b4c5148a896e,2013-10,South Wales Police,South Wales Police,-3.704703,51.476854,On or near WELL STREET,W01001046,Bridgend 018C,Investigation complete; no suspect identified
84bdcc4aa7a209f73af4d0d04f15198b84c60c088caf13c2a7fa1054f1376d72,2013-10,South Wales Police,South Wales Police,-3.694111,51.481683,On or near SANDY LANE,W01001045,Bridgend 019D,Investigation complete; no suspect identified
f09b887850ec1622fb285e4614d78a402e1c643e07059fa2179fc5dece04b8ab,2013-10,South Wales Police,South Wales Police,-3.170297,51.493253,On or near Supermarket,W01001839,Cardiff 030E,Investigation complete; no suspect identified
058abedd9373493b0c6818a11edbf2e6f12c02eb6313fee93f8294f3e87c4ec3,2013-10,South Wales Police,South Wales Police,-3.198408,51.484219,On or near WYNDHAM ROAD,W01001860,Cardiff 034C,Investigation complete; no suspect identified
9a0a2cde40f53886eb98a6bed2bed3f52ff05f69f3f633d24197dea2a59a851f,2013-10,South Wales Police,South Wales Police,-3.182845,51.481068,On or near HEOL Y CASTELL,W01001939,Cardiff 032F,Investigation complete; no suspect identified
173cb91b268643f79739904e40fa828f87509753a12d098ba94c64d42af7adb5,2013-10,South Wales Police,South Wales Police,-3.206081,51.498267,On or near Supermarket,W01001756,Cardiff 025B,Investigation complete; no suspect identified
881c79c4de7bdc8656a3f5801471c9251af9a6a62d9e6b0c1947931f056b5296,2013-10,South Wales Police,South Wales Police,-3.238261,51.499199,On or near CRANWELL CLOSE,W01001747,Cardiff 027A,Investigation complete; no suspect identified
17b122dbf8246105867d906fa03e29270e0daabb2a1184bb8b9e4e05c91e90b6,2013-10,South Wales Police,South Wales Police,-3.806626,51.662710,On or near MAES-YR-HAF ROAD,W01000939,Neath Port Talbot 008D,Investigation complete; no suspect identified
6321e524f0d87c804f7b80591fa0ea2d1b854f3f5132fde4c110c133f019a035,2013-10,South Wales Police,South Wales Police,-3.178431,51.481895,On or near Shopping Area,W01001939,Cardiff 032F,Investigation complete; no suspect identified
6444b169f10319686336b0ed45e7b39eb098392d289fb379a5565ac0a44c48f8,2013-10,South Wales Police,South Wales Police,-3.179863,51.462063,On or near JIM DRISCOLL WAY,W01001946,Cardiff 049C,Investigation complete; no suspect identified
70e59f5e5375fd0121ecf3153ad0347d6a81c84dd46629af92c08e8c811b2038,2013-10,South Wales Police,South Wales Police,-3.576243,51.503686,On or near EDWARD STREET,W01001035,Bridgend 014E,Investigation complete; no suspect identified
c2ed2b6365d7c890e0208bb9847099eac2fbff4ae4bb65639d5c33c3716baedc,2013-10,South Wales Police,South Wales Police,-3.168221,51.461082,On or near Parking Area,W01001942,Cardiff 049B,Investigation complete; no suspect identified
3ad711f2efd558b79ec9f2ba6b3a59296130b2940059d7fc53614d8126491937,2013-10,South Wales Police,South Wales Police,-3.332569,51.602868,On or near YNYSANGHARAD ROAD,W01001258,Rhondda Cynon Taf 019E,Investigation complete; no suspect identified
0b45a66a15935c3b896b85b00cd42e12c838ecc2d2ff825f2c65b7c468f9ff3f,2013-10,South Wales Police,South Wales Police,-3.179302,51.477714,On or near HAVELOCK STREET,W01001939,Cardiff 032F,Investigation complete; no suspect identified
56e28e2a76a16416e85272b0aa57d21b6117307738550b30f16e2bdf295aff1e,2013-10,South Wales Police,South Wales Police,-3.465728,51.539532,On or near Sports/Recreation Area,W01001160,Rhondda Cynon Taf 029A,Investigation complete; no suspect identified
dae40aef38e1f189cc208a7bd31d4cb1ba59b1d8b65d2bcdce7380cd38a7d5b3,2013-10,South Wales Police,South Wales Police,-3.225880,51.484475,On or near Petrol Station,W01001716,Cardiff 035C,Investigation complete; no suspect identified
6f9e1b615a82ce8af75504844f1a52bf62de780e76e21e992a4955ca8be7fde3,2013-10,South Wales Police,South Wales Police,-3.947758,51.622101,On or near WILLOWS PLACE,W01000745,Swansea 025B,Investigation complete; no suspect identified
8d98c1dd10859f02bdabedfea51235312c9e9d25779a32b7c358f78506852e62,2013-10,South Wales Police,South Wales Police,-3.544259,51.613204,On or near FAIRY GLEN,W01001034,Bridgend 003F,Investigation complete; no suspect identified
5396c1d0f58898866702442bb55f06b3c6f716c988add270de5b55f6834fa6b9,2013-10,South Wales Police,South Wales Police,-3.981766,51.651260,On or near CADLE CRESCENT,W01000831,Swansea 013D,Investigation complete; no suspect identified
19b01a7a13ab101bd8c653632ca29f6a995638fc39dfee0ac51d90ddb537665c,2013-10,South Wales Police,South Wales Police,-3.942046,51.619929,On or near CAER STREET,W01001955,Swansea 025F,Investigation complete; no suspect identified
33ede3f84eb539ed0a04876bee46d18c15b3a6daeeeda88765bb554134d46b9a,2013-10,South Wales Police,South Wales Police,-3.241992,51.526720,On or near M4,W01001893,Cardiff 010B,Investigation complete; no suspect identified
f644d7f3e2a53fb93b82d85e61bcc12082a3d187ae7ee5fee0ae7fc63081e539,2013-10,South Wales Police,South Wales Police,-3.658868,51.625119,On or near HEARTS OF OAK COTTAGES,W01000994,Bridgend 001D,Investigation complete; no suspect identified
8f08246fbc8fa34cd2efa7569aa1f23bf1da747a7a9c46e89ebbb596efd2ecd1,2013-10,South Wales Police,South Wales Police,-3.908766,51.623119,On or near CRYMLYN STREET,W01000849,Swansea 021A,Investigation complete; no suspect identified
526a814444ee2699dad8f27f426f4146f28d534e02d61ef4f50a7188bc1c215e,2013-10,South Wales Police,South Wales Police,-3.119450,51.520365,On or near MOUNT PLEASANT LANE,W01001802,Cardiff 007A,Investigation complete; no suspect identified
e497e12d45467e2b9d86f1baef58e882907b076b992558b108097c085a5feef4,2013-10,South Wales Police,South Wales Police,-3.443040,51.713231,On or near MARKET STREET,W01001150,Rhondda Cynon Taf 003B,Investigation complete; no suspect identified
7295d000c3bca0d3ca9024f6526a0c103f31993725cb78682bf6bcfb960eb727,2013-10,South Wales Police,South Wales Police,-3.570905,51.504324,On or near Petrol Station,W01001035,Bridgend 014E,Investigation complete; no suspect identified
f12fb0cd171a919657f0fa58764dafc03114014d5471eb324a2130adabc0ac75,2013-10,South Wales Police,South Wales Police,-3.238324,51.481305,On or near PENDINE ROAD,W01001746,Cardiff 041D,Investigation complete; no suspect identified
9d3b6f5974e1362efebe595084b6e2f5ddfae843755fe1544c8f507c6e7bc95e,2013-10,South Wales Police,South Wales Police,-3.341376,51.598937,On or near TAFF VALE STREET,W01001183,Rhondda Cynon Taf 021B,Investigation complete; no suspect identified
44d36de1dc5cdd000e8e610f11a2a0163427beec956c27df481321fba33f2cef,2013-10,South Wales Police,South Wales Police,-3.396752,51.686069,On or near GLENBOI,W01001207,Rhondda Cynon Taf 006D,Investigation complete; no suspect identified
a39ca4ca3e580bca75a463eee00d77e1c28da74fe3f9493e5cd4104d4c198ed4,2013-10,South Wales Police,South Wales Police,-3.410311,51.626147,On or near RAILWAY TERRACE,W01001281,Rhondda Cynon Taf 017F,Investigation complete; no suspect identified
39614104b2f8441373635ba57b483c5194b2c738520c094e738edfcb8e501b41,2013-10,South Wales Police,South Wales Police,-3.204455,51.468269,On or near WHITTLE ROAD,W01001711,Cardiff 040C,Investigation complete; no suspect identified
4e8b192ed3b0dab804346369cc299144111ccba3c08c76d160b56424f2002eee,2013-10,South Wales Police,South Wales Police,-3.588008,51.521314,On or near Petrol Station,W01001041,Bridgend 013C,Investigation complete; no suspect identified
665e41ca60f750049474397576b906b8259b4e94d42fe8b7e98b9a7339417110,2013-10,South Wales Police,South Wales Police,-3.211936,51.506632,On or near GLAS CANOL,W01001892,Cardiff 020D,Investigation complete; no suspect identified
502c1d85cee9383affa26ee9e30a390dd74876abaa211b2e2c1d71e48df0ab2e,2013-10,South Wales Police,South Wales Police,-3.146735,51.515210,On or near BRYN-Y-NANT,W01001810,Cardiff 017B,Investigation complete; no suspect identified
206b7cbe60ec46530d8cc100359a75ba424e560925f8d949a04f7f8867c1c851,2013-10,South Wales Police,South Wales Police,-3.123568,51.520784,On or near CROYDE AVENUE,W01001804,Cardiff 015B,Investigation complete; no suspect identified
4cb3e816ea75296487da0406de18c42937b71ebf8e2f058048bfd88c232dc202,2013-10,South Wales Police,South Wales Police,-3.112932,51.519051,On or near GREENOCK ROAD,W01001866,Cardiff 016A,Investigation complete; no suspect identified
2959a0c2e840c5af051e970f5668e356d1a7a415502a7b57d34eb4215e69549f,2013-10,South Wales Police,South Wales Police,-3.186049,51.480245,On or near COLDSTREAM TERRACE,W01001862,Cardiff 042D,Investigation complete; no suspect identified
0ddbc9c0aa3e15ce84f349a00d7d3a972c808eeb6d47798b27def67f921aad55,2013-10,South Wales Police,South Wales Police,-3.686136,51.530186,On or near PISGAH STREET,W01001050,Bridgend 008D,Investigation complete; no suspect identified
190a9a6b66d15d2aa9483b5228781ccf8532e32bf77e8dfa1f354aa0ba68f32a,2013-10,South Wales Police,South Wales Police,-3.133713,51.509096,On or near CRANLEIGH RISE,W01001806,Cardiff 015D,Investigation complete; no suspect identified
892035b50c3615f945f4faf2e40c0580ded60d966cbb11089277b4985664229e,2013-10,South Wales Police,South Wales Police,-3.185680,51.505417,On or near Parking Area,W01001770,Cardiff 018B,Investigation complete; no suspect identified
c5aabd40d666d1dce36f5bfa6baa39a49e7d245c66cee476b3965d2bd781adab,2013-10,South Wales Police,South Wales Police,-3.182262,51.492512,On or near MINISTER STREET,W01001722,Cardiff 028D,Investigation complete; no suspect identified
96002115f1dc7fba043c608205045ac0763e3993efda53f7873122f8fa0e9c2b,2013-10,South Wales Police,South Wales Police,-3.304895,51.669565,On or near PRITCHARD STREET,W01001321,Merthyr Tydfil 007D,Investigation complete; no suspect identified
95ee7f17b1b7ede92dd75d34e36b8a0333cd6869165ee880b16dc17be5c886b3,2013-10,South Wales Police,South Wales Police,-3.447659,51.660698,On or near BROOK STREET,W01001176,Rhondda Cynon Taf 013A,Investigation complete; no suspect identified
6733a6da9f80754c45a5fa53e03a294c650dea4c27209eb4ab076e719a6431f9,2013-10,South Wales Police,South Wales Police,-3.946496,51.620287,On or near UNION STREET,W01000745,Swansea 025B,Investigation complete; no suspect identified
f7cbd70450010fb2853916e7dd528ad7af1d9ab10f679d701ec9318f0b23379c,2013-10,South Wales Police,South Wales Police,-3.162935,51.482455,On or near MOIRA STREET,W01001695,Cardiff 036B,Investigation complete; no suspect identified
bd4bf3f2e7a27470c07da3bc551b26a989d5b1fef0fb2b19708de2cbe2c0660a,2013-10,South Wales Police,South Wales Police,-3.816893,51.594408,On or near Petrol Station,W01000964,Neath Port Talbot 016F,Investigation complete; no suspect identified
4332501c4c07573e7c42705001bf0b484db54f7c689b1a9a9ee7f0568020e1ae,2013-10,South Wales Police,South Wales Police,-3.835018,51.660067,On or near JENKINS ROAD,W01000922,Neath Port Talbot 007C,Investigation complete; no suspect identified
