Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2012-10,South Wales Police,South Wales Police,-3.658828,51.634723,On or near Tudor Estate,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658828,51.634723,On or near Tudor Estate,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658223,51.639129,On or near Hartshorn Terrace,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658828,51.634723,On or near Tudor Estate,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.660486,51.639753,On or near Griffiths Terrace,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658828,51.634723,On or near Tudor Estate,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658223,51.639129,On or near Hartshorn Terrace,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658207,51.633158,On or near Woodlands Terrace,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.659547,51.639766,On or near Teras Griffiths,W01000991,Bridgend 001A,Anti-social behaviour,,
,2012-10,South Wales Police,South Wales Police,-3.658828,51.634723,On or near Tudor Estate,W01000991,Bridgend 001A,Anti-social behaviour,,
48d6b2793d69a9a561a23d9307df290894abaab8a163f78da7afa6b6b5296700,2012-10,South Wales Police,South Wales Police,-3.658207,51.633158,On or near Woodlands Terrace,W01000991,Bridgend 001A,Criminal damage and arson,Investigation complete; no suspect identified,
3ab67f7f9344d140609f715a64718ec322e9bb4b810eb2d1d899f8a82f155a00,2012-10,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Criminal damage and arson,Offender given community sentence,
526ae4d2ad8adc7b74dba7c56f04c9e69a7324ae9219d989f3455c5b93c434c2,2012-10,South Wales Police,South Wales Police,-3.658828,51.634723,On or near Tudor Estate,W01000991,Bridgend 001A,Drugs,Offender sent to prison,
bbc6677b36a1af586eada7350337e1eee759c75a8bb12c6b8bbb4bd3f9c33551,2012-10,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Other theft,Investigation complete; no suspect identified,
193b70a2d4212e7def3fa7599652fa4f7eb59faccb79a1449dbcefba97451dbc,2012-10,South Wales Police,South Wales Police,-3.658179,51.640307,On or near Ael-Y-Bryn,W01000991,Bridgend 001A,Vehicle crime,Investigation complete; no suspect identified,
6885a146a0727b3227e923fcd810236f191cef973a18bc7d6bea57b1e9adb092,2012-10,South Wales Police,South Wales Police,-3.658223,51.639129,On or near Hartshorn Terrace,W01000991,Bridgend 001A,Vehicle crime,Investigation complete; no suspect identified,
161ac78bb21a6c6e964cc1806fb7c23b01dc7d22e5b9a00a9875bf2139657b16,2012-10,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Vehicle crime,Investigation complete; no suspect identified,
a4a33c9e65ad5d405e09d668fa2fb8b13c0847eebd809b6363f52995a6c2c092,2012-10,South Wales Police,South Wales Police,-3.658179,51.640307,On or near Ael-Y-Bryn,W01000991,Bridgend 001A,Vehicle crime,Investigation complete; no suspect identified,
c6d2ddbd4f91ba18bf06e8f1ccd294d3e315c00e876a3104ecd31739adf99d60,2012-10,South Wales Police,South Wales Police,-3.651202,51.639596,On or near Cymer Road,W01000991,Bridgend 001A,Violent crime,Investigation complete; no suspect identified,
,2012-10,South Wales Police,South Wales Police,-3.648646,51.638850,On or near Alexandra Place,W01000992,Bridgend 001B,Anti-social behaviour,,
3e91827014443c8afffa8136fd425ba6d9d1f8082e3388821cd0d30f1105f166,2012-10,South Wales Police,South Wales Police,-3.648881,51.637363,On or near Railway Terrace,W01000992,Bridgend 001B,Burglary,Investigation complete; no suspect identified,
912824b1c100041d935cb7b1c05657c526357b3a954e457068a70d3044dfa5dc,2012-10,South Wales Police,South Wales Police,-3.647430,51.639191,On or near Brynglas Terrace,W01000992,Bridgend 001B,Burglary,Investigation complete; no suspect identified,
508c8734dee31481b2d8fb0de3c452299e8e706e44f8688de7dabe1cacaccf4a,2012-10,South Wales Police,South Wales Police,-3.645147,51.640005,On or near Blaencaerau Estate,W01000992,Bridgend 001B,Public disorder and weapons,Under investigation,
99bc34e0c4839b32939fc5d7fb8f230bf7b157f72e26dabb28ad358afa67bbba,2012-10,South Wales Police,South Wales Police,-3.648646,51.638850,On or near Alexandra Place,W01000992,Bridgend 001B,Vehicle crime,Investigation complete; no suspect identified,
1e4ad7029eb5b0d02bd87e2f883c193a5a5d96418c8a3df07caead9e44d24e91,2012-10,South Wales Police,South Wales Police,-3.653195,51.636790,On or near Treharne Road,W01000992,Bridgend 001B,Vehicle crime,Investigation complete; no suspect identified,
6b88807f835394d02ac640dcf5b93c050b7282209b3af831a107ab0bdc4db9cb,2012-10,South Wales Police,South Wales Police,-3.652131,51.637740,On or near Victoria Street,W01000992,Bridgend 001B,Vehicle crime,Investigation complete; no suspect identified,
d3daab27a6e0542db797078c647d27019c94d2c11718c2c44d4f8671dedacfaa,2012-10,South Wales Police,South Wales Police,-3.655989,51.636130,On or near Dan-Y-Bryn,W01000992,Bridgend 001B,Violent crime,Defendant found not guilty,
