Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
29204aafffd5e7c76e33a639b0ef111f9439b4811f9649f93128483885c1c0dd,2012-02,South Wales Police,South Wales Police,,,No location,,,Offender fined
b57bb710a07de800d9a64fb7575bdcf7607cff564dcc214be9eeb75b9655b30b,2012-02,South Wales Police,South Wales Police,,,No location,,,Offender given community sentence
1d2f02e216a8d77781e149786a3d1a2322362ac28fa4c0cd9fb62af76e29562d,2012-02,South Wales Police,South Wales Police,-3.146945,51.528749,On or near GLYN EIDDEW,W01001817,Cardiff 009C,Offender given community sentence
545050ec8c0d96e42815170ba37007b8259565056be1fb63c105bbc13e9f5f44,2012-02,South Wales Police,South Wales Police,-3.804802,51.662675,On or near Shopping Area,W01000939,Neath Port Talbot 008D,Offender sent to prison
357ce06611f8052d311f3ea3bf9f28e5e17c771344a8533c14a2abd2a87f11eb,2012-02,South Wales Police,South Wales Police,-3.781386,51.594665,On or near TY-DRAW PLACE,W01000951,Neath Port Talbot 018C,Offender given community sentence
466239ff241aa361567cf6dfe42acd78c70f1a1c2ac6e5b313dfd59177c938a6,2012-02,South Wales Police,South Wales Police,-3.116717,51.518224,On or near Sports/Recreation Area,W01001866,Cardiff 016A,Offender fined
7a7cca382eb8cf54785a1680a062cee95bcf3d55449e9f6cee894248b8da78b3,2012-02,South Wales Police,South Wales Police,-3.219450,51.512309,On or near Supermarket,W01001891,Cardiff 020C,Offender sent to prison
05de08e41d04ab9073b9398d64c069f3704d263539d29acfe3113573b3029bd6,2012-02,South Wales Police,South Wales Police,-3.100641,51.518556,On or near HEOL TROSTRE,W01001884,Cardiff 013D,Offender given community sentence
6e4545a0ea6f7c900f3ec4d7866fef2e1470c3fdd7fa3223a214f18ab0f35a0c,2012-02,South Wales Police,South Wales Police,-3.366767,51.739950,On or near WHEATLEY PLACE,W01001317,Merthyr Tydfil 005C,Offender given community sentence
5d12b6486b64ff8388e178e300631b8ee9d9a8f6fd027ea634c6c80eec817af5,2012-02,South Wales Police,South Wales Police,-3.268519,51.467170,On or near MICHAELSTON ROAD,W01001702,Cardiff 045A,Offender given community sentence
e70450e6619d20020b9744a33fb003e0235e3469533db255c78967344ee59c5d,2012-02,South Wales Police,South Wales Police,-3.178222,51.477141,On or near Parking Area,W01001941,Cardiff 032G,Offender sent to prison
b5471afb6eec092d2198195cf74c1da71498251cef64dfea4ed6f6e05a2bdcbc,2012-02,South Wales Police,South Wales Police,-3.645439,51.606559,On or near LLWYNDERW AVENUE,W01001015,Bridgend 002B,Court case unable to proceed
e61bbc499385ac2053c686637a93a7c59633f8d5c573c0a46585b167d74e3376,2012-02,South Wales Police,South Wales Police,-3.155431,51.473294,On or near DOWLAIS ROAD,W01001874,Cardiff 038D,Offender given community sentence
72d6477e0e0a1f3e2e2e9c7adca4891eeef7e6291683b8a4a63b7478d67015a6,2012-02,South Wales Police,South Wales Police,-3.472463,51.413027,On or near ANGLESEY CLOSE,W01001112,The Vale of Glamorgan 011F,Offender fined
1493fa1fbd6e997bec5d460455e06110ee69dcff8a4a6f3659693084ea0cb1ff,2012-02,South Wales Police,South Wales Police,-3.393552,51.749985,On or near Shopping Area,W01001306,Merthyr Tydfil 003D,Offender given suspended prison sentence
307d6d16943972aced86796d1b71db72bc8e4eb63158e6b1bdac6db585d164ad,2012-02,South Wales Police,South Wales Police,-3.583817,51.519338,On or near Pedestrian Subway,W01001022,Bridgend 014B,Court case unable to proceed
41a605d7bff4db39c88e1dd6b03ff7695d387066e83340ab33e84446cdc419de,2012-02,South Wales Police,South Wales Police,-3.176819,51.478575,On or near Shopping Area,W01001941,Cardiff 032G,Offender sent to prison
15c746cf6f0f2174f214f93476b028554e6dcc52b89d4fc2ead5ae0536abed66,2012-02,South Wales Police,South Wales Police,-3.342056,51.710517,On or near FERNHILL CLOSE,W01001312,Merthyr Tydfil 006E,Offender given community sentence
f27fb6843b0cf543f75b614ecd752ed53138a519f7db1c07942befdd689a7490,2012-02,South Wales Police,South Wales Police,-3.150687,51.513633,On or near Pedestrian Subway,W01001813,Cardiff 017D,Offender otherwise dealt with
945cecdae7f3801d51a695a7251f044ad34904789f4b7ae602242687bdd58049,2012-02,South Wales Police,South Wales Police,-3.522560,51.667835,On or near KENRY STREET,W01001272,Rhondda Cynon Taf 010D,Offender fined
2e5e7e27b95858497ee745f6fb23854da1b11da777571c1492a23a9b62eb82e6,2012-02,South Wales Police,South Wales Police,-3.367312,51.669206,On or near OAK TERRACE,W01001209,Rhondda Cynon Taf 008A,Offender given community sentence
fadf40c1c31590d9c7e34d289a49972bd40aff337f4050ef6ee4d19fb13afb77,2012-02,South Wales Police,South Wales Police,-3.950301,51.621096,On or near VERANDAH STREET,W01000745,Swansea 025B,Offender given community sentence
a3288dee37b74c39a55dfeedd9275304adb637514f444bc375038547ddd09b34,2012-02,South Wales Police,South Wales Police,-3.178616,51.480131,On or near Shopping Area,W01001941,Cardiff 032G,Offender given community sentence
11e1474a0086fde7f15251a598eff71b19d15e54a99abb17624c536babbabf1f,2012-02,South Wales Police,South Wales Police,-3.944532,51.620652,On or near Parking Area,W01001955,Swansea 025F,Offender sent to prison
3c736df5766a344701bccf410e8ab26faab98ee7f35e166daae5aee8afab4f1c,2012-02,South Wales Police,South Wales Police,-3.387788,51.691445,On or near LOW ROW,W01001205,Rhondda Cynon Taf 006B,Offender sent to prison
09819e135540ebb9c43825cebfadcee471eeab7bd813c87f7d0275d6f8be87d6,2012-02,South Wales Police,South Wales Police,-3.525395,51.651909,On or near TREHARNE STREET,W01001271,Rhondda Cynon Taf 010C,Offender fined
324de80e541a7d84777dab892b5f468c831a2b7fd95397f678628ca949fd738e,2012-02,South Wales Police,South Wales Police,-3.162313,51.498763,On or near PEN-Y-LAN ROAD,W01001821,Cardiff 024A,Offender given conditional discharge
e0234b1a46842d373139f304a334b4ff8f88454cf017ae962a370ebdf2659e51,2012-02,South Wales Police,South Wales Police,-3.265557,51.405886,On or near LLANTWIT STREET,W01001910,The Vale of Glamorgan 012G,Offender sent to prison
3a47b7e982cee15a0981d9d6faa8748dac13a57183504a2678f4152b7ce7c4ec,2012-02,South Wales Police,South Wales Police,-3.239070,51.472719,On or near HEOL SOLVA,W01001704,Cardiff 041A,Offender given suspended prison sentence
e3e283cffeec472f6fa233179ca2ba24ad09b421f5bfe39fd5a589885d25fcc2,2012-02,South Wales Police,South Wales Police,,,No location,,,Offender sent to prison
a76f41ec1c40da2805a260bdeb3bcc73348b7e86c6d76596cdae63be0d62943e,2012-02,South Wales Police,South Wales Police,-3.241178,51.489367,On or near Supermarket,W01001752,Cardiff 031B,Defendant found not guilty
cf430637140129673a3139c7b5068aaf7135ab5f67647eb48f1282c6aff06df0,2012-02,South Wales Police,South Wales Police,-3.948297,51.643098,On or near SYLVIA TERRACE,W01000765,Swansea 015C,Offender sent to prison
41f6343bbdee6e6d68338f8f3a9538718baca01519f207bffb327b332854183a,2012-02,South Wales Police,South Wales Police,-3.140193,51.482354,On or near WILLOWS AVENUE,W01001871,Cardiff 037B,Offender otherwise dealt with
2d017559fc4018739191dbf8b39a59e710bf61f26248fc686b4b8e937ac9502b,2012-02,South Wales Police,South Wales Police,-3.779511,51.593218,On or near GROVE PLACE,W01000951,Neath Port Talbot 018C,Offender fined
fe2bfc8fcbdd10f9b268b2fc6636ea1fb713f6ca48a3f8d11308061cd07e2408,2012-02,South Wales Police,South Wales Police,-3.340718,51.600608,On or near Shopping Area,W01001182,Rhondda Cynon Taf 021A,Offender otherwise dealt with
dbcd05235d6b558f792f5540be36b4336d0b3ab35a5641568bc2762f0d414220,2012-02,South Wales Police,South Wales Police,-3.947257,51.619843,On or near Parking Area,W01000745,Swansea 025B,Offender given conditional discharge
c2ed4ed19a30425891fee66e5539a20b5ac56e41976064594ac4cf8aad757bf5,2012-02,South Wales Police,South Wales Police,-3.163234,51.489690,On or near SNIPE STREET,W01001834,Cardiff 033E,Offender given community sentence
cee9edd878c8aad042180c65d26ce2fec96afb00707182ce52f6a9976153eb51,2012-02,South Wales Police,South Wales Police,-4.053500,51.678507,On or near ROWAN CLOSE,W01000844,Swansea 005F,Defendant found not guilty
1a659d96acb3cff2d4414079e6e40332a349b944a011d0ab90135893eec68a0f,2012-02,South Wales Police,South Wales Police,-3.176377,51.477069,On or near Nightclub,W01001941,Cardiff 032G,Offender given community sentence
d9541f038aeadcd606098328ca32424a52df3ad7e0c18f79187052df6eb8cfa2,2012-02,South Wales Police,South Wales Police,-3.957495,51.622101,On or near ROSEHILL TERRACE,W01000871,Swansea 026B,Defendant found not guilty
907e7850e4f9843de23b34a94ebdc19a2ec80bc1c7240cffe4e4f93665fc190e,2012-02,South Wales Police,South Wales Police,-3.193387,51.479981,On or near LEWIS STREET,W01001855,Cardiff 042A,Offender sent to prison
bd9097e291b049c050924408a9071f81e036226a82977de043e7184bc5d871e4,2012-02,South Wales Police,South Wales Police,-3.368377,51.643611,On or near Parking Area,W01001283,Rhondda Cynon Taf 015D,Offender sent to prison
e0e6f2d51bc026fb90d641be70b78402db82de6781c106f5865429f8a67ddbb8,2012-02,South Wales Police,South Wales Police,-3.376314,51.742896,On or near YEW STREET,W01001318,Merthyr Tydfil 005D,Offender fined
f9939d9a42629147857329f87a9965adc7ccf47f9311341917e89b24e086b8e8,2012-02,South Wales Police,South Wales Police,-3.251942,51.491645,On or near FIRS AVENUE,W01001753,Cardiff 031C,Court case unable to proceed
cc21d433b476307f615526648139a4ee985fb9ffceed0cbb0356a6342654701d,2012-02,South Wales Police,South Wales Police,-3.252449,51.481766,On or near ARCHER ROAD,W01001741,Cardiff 039E,Offender otherwise dealt with
3c803815afac3b12eedd07a180c2bc50326c96538e3eaecd759387c13082b061,2012-02,South Wales Police,South Wales Police,-3.390935,51.547627,On or near Hospital,W01001242,Rhondda Cynon Taf 030D,Offender sent to prison
94b760f5652f866ec96c37049204973dd828f3b106251464565f17dac45071bd,2012-02,South Wales Police,South Wales Police,-3.160386,51.481895,On or near GARESFIELD STREET,W01001696,Cardiff 036C,Offender given community sentence
d6e66a23d6b8b42fb6aac284458d532608399e4aed7949d49680259a1046efd3,2012-02,South Wales Police,South Wales Police,-3.124831,51.505360,On or near GROVE WAY,W01001863,Cardiff 022A,Offender fined
801bd88cf0715c25691b983b3cc9f2aa344812ff8730bf6fe17a714e7ddd11d0,2012-02,South Wales Police,South Wales Police,-3.190017,51.482183,On or near Petrol Station,W01001857,Cardiff 042C,Offender sent to prison
c87de1728b02235adedccbba193d39ee5d1ed69277b374e577983afde14ce5d8,2012-02,South Wales Police,South Wales Police,-3.419750,51.634621,On or near HILLSIDE TERRACE,W01001280,Rhondda Cynon Taf 017E,Offender given community sentence
bd7851d1971018670b961792c20d165551596c0a9a05d149a62da34f2e185502,2012-02,South Wales Police,South Wales Police,-3.402743,51.744148,On or near WOODLAND WAY,W01001294,Merthyr Tydfil 003B,Offender sent to prison
5c66165708a2b5723e634fcd0752290b0e74ae941f73f29f9e9a9f04afb22666,2012-02,South Wales Police,South Wales Police,-3.168398,51.492777,On or near STRATHNAIRN STREET,W01001831,Cardiff 030A,Offender fined
24de538abf256b2271d5a407702fd08c27c091903272d707e387ef0f4eba8a36,2012-02,South Wales Police,South Wales Police,-3.378477,51.762058,On or near LABURNUM CLOSE,W01001301,Merthyr Tydfil 008C,Offender given suspended prison sentence
8f1671b765e0625fc81e36db71cae6ca284a338dfa8044a7efa42b58dff5f130,2012-02,South Wales Police,South Wales Police,-3.966634,51.617964,On or near GWYDR SQUARE,W01000874,Swansea 024F,Offender given conditional discharge
f0babef0c19bacb3706f10cea2d5487bb9c956e331eb8c4ef5a5521ea0736ce3,2012-02,South Wales Police,South Wales Police,-3.172859,51.483651,On or near WINDSOR LANE,W01001939,Cardiff 032F,Offender fined
c243017b4f6832292081c2ec251d007fcc14ab0e9312abe8f17e99b23be2b178,2012-02,South Wales Police,South Wales Police,-3.959250,51.613196,On or near VICTORIA AVENUE,W01000749,Swansea 026A,Offender sent to prison
093762b988ee363b91afac632c37a1329978e0302559a2ddb4ad4b0cdb0d7b98,2012-02,South Wales Police,South Wales Police,-3.956503,51.653096,On or near HEOL TREFOR,W01000834,Swansea 011D,Offender given suspended prison sentence
ee03506ffa6288b98d262615c0890ab479d726a5e8697e03d3054e4c5f864c5f,2012-02,South Wales Police,South Wales Police,-3.781215,51.593606,On or near STATION ROAD,W01000951,Neath Port Talbot 018C,Offender fined
3d0aeb44e813134c76800e8a25eee5489e318bde402ae369bb0c0998693d8e9c,2012-02,South Wales Police,South Wales Police,-3.100449,51.525535,On or near ST ARVANS CRESCENT,W01001878,Cardiff 011B,Offender fined
0ae094714669dc1d24363108e52e943e0185e340cb370d3bd4d9cf664db002b9,2012-02,South Wales Police,South Wales Police,-3.374116,51.753972,On or near GWENDOLINE STREET,W01001305,Merthyr Tydfil 003C,Offender sent to prison
2e4b5882b5aaba2ddefe53b9ba99503882675b6ae80c7b1d240514fae8b9d559,2012-02,South Wales Police,South Wales Police,-3.656769,51.603199,On or near YR YSFA,W01001018,Bridgend 002D,Offender given community sentence
f9e359e7905615962eb9fe45ddbf083c837163388b88908271b22251018b2dc6,2012-02,South Wales Police,South Wales Police,-3.103596,51.515030,On or near GREEN MEADOWS,W01001885,Cardiff 011D,Court case unable to proceed
bfc7c18469f0652631c30550a476a12c9181099b4d0b93fef9077b713744d0f4,2012-02,South Wales Police,South Wales Police,-3.409438,51.612895,On or near PORTH STREET,W01001232,Rhondda Cynon Taf 020D,Offender given conditional discharge
4e3fe7046657f45633b64f6c6c7ead720863595df7be4d4e93ad6b398b5d2b2a,2012-02,South Wales Police,South Wales Police,-3.164426,51.492349,On or near COTTRELL ROAD,W01001834,Cardiff 033E,Offender fined
1636b08b1a41d8d2bedffc85c5e723d9a08189b372f30a3296382ccd5e8cb905,2012-02,South Wales Police,South Wales Police,-3.114291,51.513886,On or near MULLINS AVENUE,W01001866,Cardiff 016A,Offender sent to prison
d4ddb3fefccd5b011e3c006700b0e8640d657f8242c2ca4b420536af386a4381,2012-02,South Wales Police,South Wales Police,-3.579780,51.505544,On or near ANGEL STREET,W01001028,Bridgend 014D,Offender fined
4664301d4aa7df92af1989d01b2eec8622d16323ae4c5144b1cffa15c34a6eb1,2012-02,South Wales Police,South Wales Police,-3.449899,51.715898,On or near ELM GROVE,W01001148,Rhondda Cynon Taf 002A,Offender sent to prison
3ec66e13426c45c055b878b22506c477a1433d1cbdac55ef949301c05b7f0106,2012-02,South Wales Police,South Wales Police,-3.313881,51.456582,On or near BROOK LANE,W01001135,The Vale of Glamorgan 003C,Offender fined
95506d95809d311fa28a0120cf0e2635d35e6ab6a27d75763046639c7ad0b37e,2012-02,South Wales Police,South Wales Police,-4.036140,51.648154,On or near STATION ROAD,W01000777,Swansea 012B,Defendant found not guilty
d6fb58c4397c920547a98325add68f55844a8778fed6eb8c436f203913e86c2e,2012-02,South Wales Police,South Wales Police,-3.260656,51.422142,On or near ABERAERON CLOSE,W01001094,The Vale of Glamorgan 007C,Court case unable to proceed
4c0e614d1112f45a26c7c155cf2aa967e8cabf1fc0f940fa66cc98f576700a22,2012-02,South Wales Police,South Wales Police,-3.382999,51.535618,On or near TALBOT GREEN,W01001243,Rhondda Cynon Taf 030E,Offender otherwise dealt with
9eb64f693077c6cf60fc814aa3a4c2ca3c6993a8630e9b7a8309ecfff619745f,2012-02,South Wales Police,South Wales Police,-3.272367,51.402071,On or near Supermarket,W01001910,The Vale of Glamorgan 012G,Offender sent to prison
4f1fabe21d59828da1adaf3808c83c50591137af1a7b625808390ae1a92e6821,2012-02,South Wales Police,South Wales Police,-4.000712,51.627837,On or near ROSEMARY CLOSE,W01000854,Swansea 022B,Offender sent to prison
97f8925462a6fe7f36fe666f719da08564a867357f28d9d433d67e9abc444386,2012-02,South Wales Police,South Wales Police,-3.808408,51.664634,On or near QUAY ROAD,W01000939,Neath Port Talbot 008D,Offender fined
a7fb4edfd8ecaa30d0adef1825de4886c34596f907fae47527a069ee6ecf8e36,2012-02,South Wales Police,South Wales Police,-3.781386,51.594665,On or near TY-DRAW PLACE,W01000951,Neath Port Talbot 018C,Offender fined
860ac27f8bfe50ab8430e39d0c718567116251396fc4e8e5be4984247627ccf5,2012-02,South Wales Police,South Wales Police,-3.376848,51.745677,On or near Supermarket,W01001315,Merthyr Tydfil 004D,Offender fined
b47a986b29ee82e5b133283b48a0e85bca606ce0d3870a7baad8803be374af69,2012-02,South Wales Police,South Wales Police,-3.942343,51.631282,On or near GRIFFITH JOHN STREET,W01000742,Swansea 016A,Offender given conditional discharge
6d8d1ff25e5413747a796c90440916060d6d521b7e035627123a84180cac1394,2012-02,South Wales Police,South Wales Police,-3.311469,51.586704,On or near LIME STREET,W01001239,Rhondda Cynon Taf 026B,Defendant found not guilty
